,taxon,structural_zero (Microcompartment = Endosphere),structural_zero (Microcompartment = Phyllosphere),structural_zero (Microcompartment = Rhizosphere)
6288,ASV7955,TRUE,FALSE,TRUE
6289,ASV7957,TRUE,FALSE,TRUE
6290,ASV7959,TRUE,FALSE,TRUE
6291,ASV7960,TRUE,FALSE,TRUE
6292,ASV7962,TRUE,FALSE,TRUE
6293,ASV7963,TRUE,FALSE,TRUE
6294,ASV7964,TRUE,FALSE,FALSE
6295,ASV7965,TRUE,FALSE,TRUE
6296,ASV7967,TRUE,FALSE,TRUE
6297,ASV7970,TRUE,FALSE,TRUE
6298,ASV7971,TRUE,FALSE,TRUE
6299,ASV7974,TRUE,TRUE,FALSE
6300,ASV7975,TRUE,TRUE,FALSE
6301,ASV7976,TRUE,TRUE,FALSE
6302,ASV7977,TRUE,TRUE,FALSE
6303,ASV7978,TRUE,TRUE,FALSE
6304,ASV7979,TRUE,TRUE,FALSE
6305,ASV7980,TRUE,TRUE,FALSE
6306,ASV7981,TRUE,TRUE,FALSE
6307,ASV7983,TRUE,TRUE,FALSE
6308,ASV7984,TRUE,TRUE,FALSE
6309,ASV7986,TRUE,FALSE,TRUE
6310,ASV7987,TRUE,FALSE,TRUE
6311,ASV7988,TRUE,FALSE,TRUE
6312,ASV7989,TRUE,FALSE,TRUE
6313,ASV7990,TRUE,FALSE,TRUE
6314,ASV7991,TRUE,FALSE,TRUE
6315,ASV7992,TRUE,FALSE,TRUE
6316,ASV7993,TRUE,FALSE,TRUE
6317,ASV7996,TRUE,FALSE,TRUE
6318,ASV7997,TRUE,FALSE,TRUE
6319,ASV7998,TRUE,FALSE,TRUE
6320,ASV7999,TRUE,FALSE,FALSE
6321,ASV8001,TRUE,FALSE,FALSE
6322,ASV8002,TRUE,TRUE,FALSE
6323,ASV8003,TRUE,TRUE,FALSE
6324,ASV8004,TRUE,FALSE,TRUE
6325,ASV8005,TRUE,FALSE,TRUE
6326,ASV8006,TRUE,TRUE,FALSE
6327,ASV8007,TRUE,TRUE,FALSE
6328,ASV8008,TRUE,TRUE,FALSE
6329,ASV8009,TRUE,FALSE,TRUE
6330,ASV8010,TRUE,FALSE,TRUE
6331,ASV8011,TRUE,FALSE,TRUE
6332,ASV8012,TRUE,FALSE,TRUE
6333,ASV8013,TRUE,FALSE,TRUE
6334,ASV8014,FALSE,TRUE,TRUE
6335,ASV8015,FALSE,TRUE,TRUE
6336,ASV8016,FALSE,TRUE,TRUE
6337,ASV8021,TRUE,TRUE,FALSE
6338,ASV8022,FALSE,TRUE,FALSE
6339,ASV8024,TRUE,TRUE,FALSE
6340,ASV8025,TRUE,FALSE,FALSE
6341,ASV8026,TRUE,TRUE,FALSE
6342,ASV8027,TRUE,TRUE,FALSE
6343,ASV8028,TRUE,TRUE,FALSE
6344,ASV8029,TRUE,TRUE,FALSE
6345,ASV8030,TRUE,TRUE,FALSE
6346,ASV8031,TRUE,TRUE,FALSE
6347,ASV8032,TRUE,TRUE,FALSE
6348,ASV8033,TRUE,TRUE,FALSE
6349,ASV8034,TRUE,TRUE,FALSE
6350,ASV8035,TRUE,TRUE,FALSE
6351,ASV8037,TRUE,TRUE,FALSE
6352,ASV8038,TRUE,TRUE,FALSE
6353,ASV8039,TRUE,TRUE,FALSE
6354,ASV8040,TRUE,TRUE,FALSE
6355,ASV8041,TRUE,TRUE,FALSE
6356,ASV8042,TRUE,FALSE,FALSE
6357,ASV8044,FALSE,TRUE,TRUE
6358,ASV8046,FALSE,TRUE,TRUE
6359,ASV8047,TRUE,FALSE,TRUE
6360,ASV8048,TRUE,FALSE,TRUE
6361,ASV8050,TRUE,FALSE,TRUE
6362,ASV8051,TRUE,FALSE,TRUE
6363,ASV8052,TRUE,FALSE,TRUE
6364,ASV8053,TRUE,FALSE,FALSE
6365,ASV8054,TRUE,FALSE,FALSE
6366,ASV8055,TRUE,FALSE,TRUE
6367,ASV8056,TRUE,FALSE,TRUE
6368,ASV8057,TRUE,FALSE,TRUE
6369,ASV8058,TRUE,FALSE,TRUE
6370,ASV8059,TRUE,FALSE,FALSE
6371,ASV8060,TRUE,FALSE,TRUE
6372,ASV8064,TRUE,FALSE,TRUE
6373,ASV8066,TRUE,FALSE,TRUE
6374,ASV8067,TRUE,TRUE,FALSE
6375,ASV8068,TRUE,TRUE,FALSE
6376,ASV8070,TRUE,TRUE,FALSE
6377,ASV8071,TRUE,TRUE,FALSE
6378,ASV8072,TRUE,FALSE,FALSE
6379,ASV8074,TRUE,FALSE,TRUE
6380,ASV8075,TRUE,FALSE,TRUE
6381,ASV8076,TRUE,FALSE,TRUE
6382,ASV8077,TRUE,FALSE,TRUE
6383,ASV8078,TRUE,FALSE,TRUE
6384,ASV8079,TRUE,FALSE,FALSE
6385,ASV8080,FALSE,FALSE,FALSE
6386,ASV8081,TRUE,FALSE,TRUE
6387,ASV8082,TRUE,FALSE,TRUE
6388,ASV8083,TRUE,FALSE,TRUE
6389,ASV8085,TRUE,FALSE,TRUE
6390,ASV8086,TRUE,FALSE,TRUE
6391,ASV8087,TRUE,FALSE,TRUE
6392,ASV8089,TRUE,FALSE,TRUE
6393,ASV8090,TRUE,FALSE,TRUE
6394,ASV8091,TRUE,FALSE,TRUE
6395,ASV8092,TRUE,FALSE,TRUE
6396,ASV8093,TRUE,FALSE,TRUE
6397,ASV8094,TRUE,FALSE,TRUE
6398,ASV8095,TRUE,TRUE,FALSE
6399,ASV8096,TRUE,TRUE,FALSE
6400,ASV8097,TRUE,FALSE,FALSE
6401,ASV8098,TRUE,TRUE,FALSE
6402,ASV8099,TRUE,TRUE,FALSE
6403,ASV8100,TRUE,FALSE,TRUE
6404,ASV8101,TRUE,FALSE,TRUE
6405,ASV8102,TRUE,TRUE,FALSE
6406,ASV8103,TRUE,TRUE,FALSE
6407,ASV8104,TRUE,FALSE,TRUE
6408,ASV8107,TRUE,TRUE,FALSE
6409,ASV8108,TRUE,TRUE,FALSE
6410,ASV8109,TRUE,FALSE,FALSE
6411,ASV8112,TRUE,TRUE,FALSE
6412,ASV8116,TRUE,TRUE,FALSE
6413,ASV8119,TRUE,FALSE,FALSE
6414,ASV8120,TRUE,TRUE,FALSE
6415,ASV8123,TRUE,TRUE,FALSE
6416,ASV8124,TRUE,TRUE,FALSE
6417,ASV8125,TRUE,FALSE,FALSE
6418,ASV8126,FALSE,TRUE,TRUE
6419,ASV8127,FALSE,FALSE,FALSE
6420,ASV8128,FALSE,TRUE,TRUE
6421,ASV8129,FALSE,TRUE,TRUE
6422,ASV8130,FALSE,TRUE,TRUE
6423,ASV8131,TRUE,FALSE,TRUE
6424,ASV8133,TRUE,FALSE,TRUE
6425,ASV8134,TRUE,FALSE,FALSE
6426,ASV8136,TRUE,FALSE,FALSE
6427,ASV8137,TRUE,FALSE,TRUE
6428,ASV8138,TRUE,FALSE,TRUE
6429,ASV8141,TRUE,FALSE,TRUE
6430,ASV8142,TRUE,FALSE,TRUE
6431,ASV8143,TRUE,FALSE,TRUE
6432,ASV8145,TRUE,FALSE,TRUE
6433,ASV8146,TRUE,FALSE,TRUE
6434,ASV8147,TRUE,FALSE,TRUE
6435,ASV8148,TRUE,FALSE,TRUE
6436,ASV8150,TRUE,FALSE,TRUE
6437,ASV8153,TRUE,TRUE,FALSE
6438,ASV8156,TRUE,TRUE,FALSE
6439,ASV8157,TRUE,TRUE,FALSE
6440,ASV8158,TRUE,TRUE,FALSE
6441,ASV8160,TRUE,FALSE,FALSE
6442,ASV8161,TRUE,TRUE,FALSE
6443,ASV8163,TRUE,FALSE,FALSE
6444,ASV8164,FALSE,FALSE,FALSE
6445,ASV8165,TRUE,FALSE,TRUE
6446,ASV8166,TRUE,FALSE,TRUE
6447,ASV8167,TRUE,FALSE,FALSE
6448,ASV8168,TRUE,FALSE,FALSE
6449,ASV8171,TRUE,FALSE,TRUE
6450,ASV8172,TRUE,FALSE,TRUE
6451,ASV8174,TRUE,FALSE,TRUE
6452,ASV8175,TRUE,FALSE,TRUE
6453,ASV8176,TRUE,FALSE,TRUE
6454,ASV8177,TRUE,FALSE,TRUE
6455,ASV8178,TRUE,FALSE,TRUE
6456,ASV8179,TRUE,FALSE,TRUE
6457,ASV8181,TRUE,FALSE,TRUE
6458,ASV8182,TRUE,FALSE,TRUE
6459,ASV8185,TRUE,FALSE,TRUE
6460,ASV8186,TRUE,FALSE,TRUE
6461,ASV8187,TRUE,FALSE,TRUE
6462,ASV8189,TRUE,FALSE,TRUE
6463,ASV8190,TRUE,FALSE,TRUE
6464,ASV8191,TRUE,FALSE,TRUE
6465,ASV8192,TRUE,FALSE,TRUE
6466,ASV8193,TRUE,FALSE,TRUE
6467,ASV8194,TRUE,FALSE,FALSE
6468,ASV8195,TRUE,FALSE,TRUE
6469,ASV8196,TRUE,FALSE,TRUE
6470,ASV8197,TRUE,FALSE,TRUE
6471,ASV8198,TRUE,FALSE,TRUE
6472,ASV8199,TRUE,FALSE,TRUE
6473,ASV8200,TRUE,FALSE,TRUE
6474,ASV8201,TRUE,FALSE,TRUE
6475,ASV8202,TRUE,FALSE,TRUE
6476,ASV8203,TRUE,TRUE,FALSE
6477,ASV8204,TRUE,FALSE,TRUE
6478,ASV8205,TRUE,FALSE,TRUE
6479,ASV8207,TRUE,FALSE,TRUE
6480,ASV8209,FALSE,TRUE,TRUE
6481,ASV8211,TRUE,TRUE,FALSE
6482,ASV8216,TRUE,FALSE,FALSE
6483,ASV8218,TRUE,FALSE,FALSE
6484,ASV8220,TRUE,TRUE,FALSE
6485,ASV8221,TRUE,TRUE,FALSE
6486,ASV8223,FALSE,TRUE,FALSE
6487,ASV8225,TRUE,FALSE,FALSE
6488,ASV8227,TRUE,TRUE,FALSE
6489,ASV8229,TRUE,FALSE,FALSE
6490,ASV8230,FALSE,FALSE,FALSE
6491,ASV8231,TRUE,TRUE,FALSE
6492,ASV8232,FALSE,FALSE,TRUE
6493,ASV8233,FALSE,TRUE,FALSE
6494,ASV8237,TRUE,FALSE,FALSE
6495,ASV8238,TRUE,FALSE,TRUE
6496,ASV8239,TRUE,FALSE,FALSE
6497,ASV8241,TRUE,FALSE,TRUE
6498,ASV8243,TRUE,FALSE,TRUE
6499,ASV8244,TRUE,FALSE,TRUE
6500,ASV8246,TRUE,FALSE,TRUE
6501,ASV8247,TRUE,FALSE,TRUE
6502,ASV8250,TRUE,FALSE,TRUE
6503,ASV8251,TRUE,FALSE,TRUE
6504,ASV8252,TRUE,FALSE,TRUE
6505,ASV8253,TRUE,FALSE,FALSE
6506,ASV8254,TRUE,FALSE,TRUE
6507,ASV8255,TRUE,TRUE,FALSE
6508,ASV8256,TRUE,TRUE,FALSE
6509,ASV8260,TRUE,TRUE,FALSE
6510,ASV8261,TRUE,TRUE,FALSE
6511,ASV8263,TRUE,TRUE,FALSE
6512,ASV8264,TRUE,TRUE,FALSE
6513,ASV8266,TRUE,FALSE,TRUE
6514,ASV8267,TRUE,FALSE,TRUE
6515,ASV8268,TRUE,FALSE,TRUE
6516,ASV8269,TRUE,FALSE,TRUE
6517,ASV8270,TRUE,FALSE,TRUE
6518,ASV8271,TRUE,FALSE,TRUE
6519,ASV8272,TRUE,FALSE,TRUE
6520,ASV8273,TRUE,FALSE,TRUE
6521,ASV8274,TRUE,FALSE,TRUE
6522,ASV8275,TRUE,FALSE,TRUE
6523,ASV8276,TRUE,FALSE,TRUE
6524,ASV8277,TRUE,FALSE,TRUE
6525,ASV8278,TRUE,FALSE,TRUE
6526,ASV8280,TRUE,FALSE,TRUE
6527,ASV8281,TRUE,FALSE,TRUE
6528,ASV8282,TRUE,FALSE,TRUE
6529,ASV8283,TRUE,FALSE,TRUE
6530,ASV8284,TRUE,FALSE,TRUE
6531,ASV8285,TRUE,FALSE,TRUE
6532,ASV8286,TRUE,FALSE,TRUE
6533,ASV8287,TRUE,FALSE,TRUE
6534,ASV8288,TRUE,FALSE,TRUE
6535,ASV8289,TRUE,FALSE,TRUE
6536,ASV8291,TRUE,FALSE,TRUE
6537,ASV8292,TRUE,FALSE,TRUE
6538,ASV8294,TRUE,FALSE,TRUE
6539,ASV8296,TRUE,TRUE,FALSE
6540,ASV8297,TRUE,TRUE,FALSE
6541,ASV8298,TRUE,FALSE,TRUE
6542,ASV8299,TRUE,FALSE,TRUE
6543,ASV8300,TRUE,FALSE,TRUE
6544,ASV8301,TRUE,FALSE,TRUE
6545,ASV8302,FALSE,TRUE,TRUE
6546,ASV8303,FALSE,TRUE,TRUE
6547,ASV8304,FALSE,TRUE,TRUE
6548,ASV8305,FALSE,TRUE,TRUE
6549,ASV8308,TRUE,TRUE,FALSE
6550,ASV8310,TRUE,TRUE,FALSE
6551,ASV8311,TRUE,TRUE,FALSE
6552,ASV8312,TRUE,TRUE,FALSE
6553,ASV8313,TRUE,TRUE,FALSE
6554,ASV8319,TRUE,TRUE,FALSE
6555,ASV8320,TRUE,TRUE,FALSE
6556,ASV8322,TRUE,TRUE,FALSE
6557,ASV8323,TRUE,TRUE,FALSE
6558,ASV8324,TRUE,TRUE,FALSE
6559,ASV8325,TRUE,TRUE,FALSE
6560,ASV8326,TRUE,TRUE,FALSE
6561,ASV8329,TRUE,FALSE,FALSE
6562,ASV8330,FALSE,TRUE,TRUE
6563,ASV8331,FALSE,TRUE,TRUE
6564,ASV8333,TRUE,FALSE,TRUE
6565,ASV8334,TRUE,FALSE,TRUE
6566,ASV8336,TRUE,FALSE,TRUE
6567,ASV8338,TRUE,FALSE,TRUE
6568,ASV8339,TRUE,FALSE,TRUE
6569,ASV8340,TRUE,FALSE,TRUE
6570,ASV8341,TRUE,FALSE,TRUE
6571,ASV8343,TRUE,FALSE,TRUE
6572,ASV8344,TRUE,FALSE,FALSE
6573,ASV8345,TRUE,FALSE,TRUE
6574,ASV8346,TRUE,FALSE,TRUE
6575,ASV8348,TRUE,FALSE,TRUE
6576,ASV8349,TRUE,FALSE,TRUE
6577,ASV8351,TRUE,FALSE,TRUE
6578,ASV8353,TRUE,FALSE,TRUE
6579,ASV8354,TRUE,FALSE,TRUE
6580,ASV8355,TRUE,FALSE,TRUE
6581,ASV8356,TRUE,FALSE,TRUE
6582,ASV8357,TRUE,FALSE,TRUE
6583,ASV8359,TRUE,FALSE,TRUE
6584,ASV8360,TRUE,FALSE,TRUE
6585,ASV8361,TRUE,FALSE,TRUE
6586,ASV8363,TRUE,FALSE,TRUE
6587,ASV8364,TRUE,FALSE,TRUE
6588,ASV8365,TRUE,FALSE,TRUE
6589,ASV8367,TRUE,TRUE,FALSE
6590,ASV8368,TRUE,TRUE,FALSE
6591,ASV8369,TRUE,TRUE,FALSE
6592,ASV8370,TRUE,TRUE,FALSE
6593,ASV8374,TRUE,TRUE,FALSE
6594,ASV8375,TRUE,TRUE,FALSE
6595,ASV8376,TRUE,TRUE,FALSE
6596,ASV8377,TRUE,FALSE,FALSE
6597,ASV8378,TRUE,TRUE,FALSE
6598,ASV8379,TRUE,TRUE,FALSE
6599,ASV8380,TRUE,TRUE,FALSE
6600,ASV8384,TRUE,FALSE,TRUE
6601,ASV8385,TRUE,FALSE,TRUE
6602,ASV8386,TRUE,FALSE,TRUE
6603,ASV8387,TRUE,FALSE,TRUE
6604,ASV8388,TRUE,FALSE,TRUE
6605,ASV8389,TRUE,FALSE,TRUE
6606,ASV8390,TRUE,FALSE,TRUE
6607,ASV8392,TRUE,FALSE,TRUE
6608,ASV8394,TRUE,FALSE,TRUE
6609,ASV8395,TRUE,FALSE,TRUE
6610,ASV8396,TRUE,FALSE,TRUE
6611,ASV8397,TRUE,FALSE,TRUE
6612,ASV8399,TRUE,FALSE,TRUE
6613,ASV8400,TRUE,TRUE,FALSE
6614,ASV8401,TRUE,TRUE,FALSE
6615,ASV8402,TRUE,TRUE,FALSE
6616,ASV8403,TRUE,FALSE,TRUE
6617,ASV8404,TRUE,TRUE,FALSE
6618,ASV8405,TRUE,TRUE,FALSE
6619,ASV8406,TRUE,FALSE,FALSE
6620,ASV8407,TRUE,FALSE,TRUE
6621,ASV8408,TRUE,FALSE,TRUE
6622,ASV8409,TRUE,FALSE,TRUE
6623,ASV8410,TRUE,FALSE,TRUE
6624,ASV8411,TRUE,FALSE,TRUE
6625,ASV8413,FALSE,TRUE,TRUE
6626,ASV8414,FALSE,TRUE,TRUE
6627,ASV8415,FALSE,TRUE,TRUE
6628,ASV8416,FALSE,TRUE,TRUE
6629,ASV8422,FALSE,TRUE,FALSE
6630,ASV8423,TRUE,TRUE,FALSE
6631,ASV8424,TRUE,TRUE,FALSE
6632,ASV8427,TRUE,TRUE,FALSE
6633,ASV8428,TRUE,TRUE,FALSE
6634,ASV8429,TRUE,TRUE,FALSE
6635,ASV8430,TRUE,TRUE,FALSE
6636,ASV8432,FALSE,FALSE,FALSE
6637,ASV8433,TRUE,TRUE,FALSE
6638,ASV8436,TRUE,TRUE,FALSE
6639,ASV8437,TRUE,TRUE,FALSE
6640,ASV8438,TRUE,TRUE,FALSE
6641,ASV8440,FALSE,TRUE,FALSE
6642,ASV8441,FALSE,TRUE,FALSE
6643,ASV8444,TRUE,TRUE,FALSE
6644,ASV8446,TRUE,TRUE,FALSE
6645,ASV8448,TRUE,TRUE,FALSE
6646,ASV8449,TRUE,FALSE,FALSE
6647,ASV8450,FALSE,TRUE,TRUE
6648,ASV8451,FALSE,FALSE,TRUE
6649,ASV8452,FALSE,FALSE,FALSE
6650,ASV8453,FALSE,FALSE,FALSE
6651,ASV8454,FALSE,TRUE,TRUE
6652,ASV8455,FALSE,FALSE,TRUE
6653,ASV8456,FALSE,FALSE,TRUE
6654,ASV8458,FALSE,TRUE,TRUE
6655,ASV8459,TRUE,FALSE,TRUE
6656,ASV8460,TRUE,FALSE,TRUE
6657,ASV8461,TRUE,FALSE,TRUE
6658,ASV8462,TRUE,FALSE,FALSE
6659,ASV8463,TRUE,FALSE,TRUE
6660,ASV8464,TRUE,FALSE,TRUE
6661,ASV8465,TRUE,FALSE,TRUE
6662,ASV8466,TRUE,FALSE,TRUE
6663,ASV8467,TRUE,FALSE,TRUE
6664,ASV8469,TRUE,FALSE,TRUE
6665,ASV8470,TRUE,FALSE,TRUE
6666,ASV8471,TRUE,FALSE,TRUE
6667,ASV8472,TRUE,FALSE,TRUE
6668,ASV8473,TRUE,FALSE,TRUE
6669,ASV8475,TRUE,FALSE,TRUE
6670,ASV8477,TRUE,FALSE,TRUE
6671,ASV8478,TRUE,TRUE,FALSE
6672,ASV8481,TRUE,TRUE,FALSE
6673,ASV8482,TRUE,TRUE,FALSE
6674,ASV8485,TRUE,TRUE,FALSE
6675,ASV8487,TRUE,TRUE,FALSE
6676,ASV8488,TRUE,TRUE,FALSE
6677,ASV8489,TRUE,TRUE,FALSE
6678,ASV8490,TRUE,FALSE,FALSE
6679,ASV8491,TRUE,TRUE,FALSE
6680,ASV8494,TRUE,FALSE,TRUE
6681,ASV8496,TRUE,FALSE,TRUE
6682,ASV8497,TRUE,FALSE,TRUE
6683,ASV8498,TRUE,FALSE,TRUE
6684,ASV8500,TRUE,FALSE,TRUE
6685,ASV8501,TRUE,FALSE,TRUE
6686,ASV8502,TRUE,FALSE,TRUE
6687,ASV8503,TRUE,FALSE,TRUE
6688,ASV8506,FALSE,FALSE,TRUE
6689,ASV8508,TRUE,FALSE,TRUE
6690,ASV8509,TRUE,FALSE,TRUE
6691,ASV8511,TRUE,FALSE,TRUE
6692,ASV8512,TRUE,FALSE,TRUE
6693,ASV8513,TRUE,FALSE,TRUE
6694,ASV8515,TRUE,FALSE,TRUE
6695,ASV8516,TRUE,FALSE,TRUE
6696,ASV8517,TRUE,FALSE,TRUE
6697,ASV8519,FALSE,FALSE,TRUE
6698,ASV8520,TRUE,TRUE,FALSE
6699,ASV8521,TRUE,TRUE,FALSE
6700,ASV8522,TRUE,TRUE,FALSE
6701,ASV8523,FALSE,TRUE,FALSE
6702,ASV8524,FALSE,TRUE,TRUE
6703,ASV8525,FALSE,TRUE,TRUE
6704,ASV8529,TRUE,TRUE,FALSE
6705,ASV8531,FALSE,TRUE,FALSE
6706,ASV8532,TRUE,TRUE,FALSE
6707,ASV8533,TRUE,TRUE,FALSE
6708,ASV8534,FALSE,TRUE,FALSE
6709,ASV8535,FALSE,TRUE,FALSE
6710,ASV8536,TRUE,TRUE,FALSE
6711,ASV8539,TRUE,TRUE,FALSE
6712,ASV8540,FALSE,TRUE,FALSE
6713,ASV8542,TRUE,TRUE,FALSE
6714,ASV8545,TRUE,TRUE,FALSE
6715,ASV8547,TRUE,TRUE,FALSE
6716,ASV8549,FALSE,TRUE,TRUE
6717,ASV8550,FALSE,TRUE,FALSE
6718,ASV8551,FALSE,TRUE,TRUE
6719,ASV8552,FALSE,TRUE,TRUE
6720,ASV8553,FALSE,FALSE,TRUE
6721,ASV8554,TRUE,FALSE,TRUE
6722,ASV8555,TRUE,FALSE,TRUE
6723,ASV8556,TRUE,FALSE,TRUE
6724,ASV8558,TRUE,FALSE,FALSE
6725,ASV8560,TRUE,FALSE,TRUE
6726,ASV8561,TRUE,FALSE,TRUE
6727,ASV8562,TRUE,FALSE,TRUE
6728,ASV8563,TRUE,FALSE,TRUE
6729,ASV8565,TRUE,FALSE,TRUE
6730,ASV8568,TRUE,FALSE,TRUE
6731,ASV8571,TRUE,FALSE,TRUE
6732,ASV8573,TRUE,FALSE,TRUE
6733,ASV8576,TRUE,TRUE,FALSE
6734,ASV8577,TRUE,TRUE,FALSE
6735,ASV8578,TRUE,TRUE,FALSE
6736,ASV8579,TRUE,TRUE,FALSE
6737,ASV8580,TRUE,TRUE,FALSE
6738,ASV8581,FALSE,TRUE,FALSE
6739,ASV8582,TRUE,TRUE,FALSE
6740,ASV8583,TRUE,TRUE,FALSE
6741,ASV8584,FALSE,TRUE,FALSE
6742,ASV8585,FALSE,TRUE,FALSE
6743,ASV8586,TRUE,FALSE,FALSE
6744,ASV8588,TRUE,TRUE,FALSE
6745,ASV8589,TRUE,TRUE,FALSE
6746,ASV8590,TRUE,TRUE,FALSE
6747,ASV8591,TRUE,TRUE,FALSE
6748,ASV8592,TRUE,TRUE,FALSE
6749,ASV8593,TRUE,FALSE,FALSE
6750,ASV8594,TRUE,FALSE,TRUE
6751,ASV8595,TRUE,FALSE,TRUE
6752,ASV8596,TRUE,FALSE,FALSE
6753,ASV8597,TRUE,FALSE,TRUE
6754,ASV8598,TRUE,FALSE,TRUE
6755,ASV8599,TRUE,FALSE,TRUE
6756,ASV8600,TRUE,FALSE,TRUE
6757,ASV8601,TRUE,FALSE,TRUE
6758,ASV8602,TRUE,FALSE,TRUE
6759,ASV8603,TRUE,FALSE,TRUE
6760,ASV8605,TRUE,FALSE,TRUE
6761,ASV8606,TRUE,FALSE,TRUE
6762,ASV8607,TRUE,FALSE,TRUE
6763,ASV8611,TRUE,FALSE,TRUE
6764,ASV8612,TRUE,FALSE,TRUE
6765,ASV8613,TRUE,FALSE,FALSE
6766,ASV8614,TRUE,FALSE,TRUE
6767,ASV8615,TRUE,FALSE,TRUE
6768,ASV8616,TRUE,FALSE,TRUE
6769,ASV8617,TRUE,FALSE,TRUE
6770,ASV8620,TRUE,FALSE,TRUE
6771,ASV8621,TRUE,FALSE,TRUE
6772,ASV8623,TRUE,TRUE,FALSE
6773,ASV8624,TRUE,TRUE,FALSE
6774,ASV8625,TRUE,TRUE,FALSE
6775,ASV8626,TRUE,TRUE,FALSE
6776,ASV8627,TRUE,FALSE,TRUE
6777,ASV8628,TRUE,FALSE,TRUE
6778,ASV8629,TRUE,FALSE,TRUE
6779,ASV8630,TRUE,FALSE,TRUE
6780,ASV8631,TRUE,FALSE,TRUE
6781,ASV8632,FALSE,TRUE,TRUE
6782,ASV8633,FALSE,TRUE,TRUE
6783,ASV8639,FALSE,TRUE,FALSE
6784,ASV8641,TRUE,TRUE,FALSE
6785,ASV8642,FALSE,TRUE,FALSE
6786,ASV8643,TRUE,TRUE,FALSE
6787,ASV8644,TRUE,TRUE,FALSE
6788,ASV8645,TRUE,TRUE,FALSE
6789,ASV8646,FALSE,TRUE,FALSE
6790,ASV8647,TRUE,TRUE,FALSE
6791,ASV8649,TRUE,TRUE,FALSE
6792,ASV8651,TRUE,TRUE,FALSE
6793,ASV8652,TRUE,TRUE,FALSE
6794,ASV8653,TRUE,TRUE,FALSE
6795,ASV8654,TRUE,TRUE,FALSE
6796,ASV8656,FALSE,TRUE,FALSE
6797,ASV8657,FALSE,TRUE,TRUE
6798,ASV8658,FALSE,TRUE,TRUE
6799,ASV8660,FALSE,FALSE,TRUE
6800,ASV8661,TRUE,FALSE,TRUE
6801,ASV8663,TRUE,FALSE,TRUE
6802,ASV8664,FALSE,FALSE,TRUE
6803,ASV8665,TRUE,FALSE,TRUE
6804,ASV8666,TRUE,FALSE,TRUE
6805,ASV8667,TRUE,FALSE,TRUE
6806,ASV8669,TRUE,FALSE,TRUE
6807,ASV8670,TRUE,FALSE,TRUE
6808,ASV8671,TRUE,FALSE,TRUE
6809,ASV8672,TRUE,FALSE,TRUE
6810,ASV8673,TRUE,FALSE,FALSE
6811,ASV8674,TRUE,FALSE,TRUE
6812,ASV8675,TRUE,FALSE,TRUE
6813,ASV8676,TRUE,FALSE,TRUE
6814,ASV8677,TRUE,FALSE,TRUE
6815,ASV8678,TRUE,FALSE,TRUE
6816,ASV8679,TRUE,FALSE,TRUE
6817,ASV8682,TRUE,TRUE,FALSE
6818,ASV8683,TRUE,TRUE,FALSE
6819,ASV8684,TRUE,TRUE,FALSE
6820,ASV8685,TRUE,TRUE,FALSE
6821,ASV8686,TRUE,TRUE,FALSE
6822,ASV8687,TRUE,TRUE,FALSE
6823,ASV8689,TRUE,TRUE,FALSE
6824,ASV8690,TRUE,TRUE,FALSE
6825,ASV8691,TRUE,TRUE,FALSE
6826,ASV8692,TRUE,TRUE,FALSE
6827,ASV8694,TRUE,TRUE,FALSE
6828,ASV8695,TRUE,TRUE,FALSE
6829,ASV8696,TRUE,TRUE,FALSE
6830,ASV8697,TRUE,TRUE,FALSE
6831,ASV8700,TRUE,FALSE,TRUE
6832,ASV8701,TRUE,FALSE,FALSE
6833,ASV8702,TRUE,FALSE,TRUE
6834,ASV8703,TRUE,FALSE,TRUE
6835,ASV8704,TRUE,FALSE,TRUE
6836,ASV8707,TRUE,FALSE,TRUE
6837,ASV8708,TRUE,FALSE,TRUE
6838,ASV8709,TRUE,FALSE,TRUE
6839,ASV8710,TRUE,FALSE,TRUE
6840,ASV8711,TRUE,FALSE,TRUE
6841,ASV8712,TRUE,FALSE,TRUE
6842,ASV8714,TRUE,FALSE,TRUE
6843,ASV8715,TRUE,FALSE,TRUE
6844,ASV8716,TRUE,FALSE,TRUE
6845,ASV8717,TRUE,FALSE,FALSE
6846,ASV8718,TRUE,FALSE,TRUE
6847,ASV8719,TRUE,FALSE,TRUE
6848,ASV8720,TRUE,FALSE,TRUE
6849,ASV8721,TRUE,FALSE,TRUE
6850,ASV8722,TRUE,FALSE,TRUE
6851,ASV8723,TRUE,FALSE,TRUE
6852,ASV8725,TRUE,FALSE,TRUE
6853,ASV8726,TRUE,FALSE,TRUE
6854,ASV8727,TRUE,FALSE,TRUE
6855,ASV8728,TRUE,FALSE,TRUE
6856,ASV8729,TRUE,FALSE,TRUE
6857,ASV8731,TRUE,FALSE,TRUE
6858,ASV8732,TRUE,FALSE,FALSE
6859,ASV8733,TRUE,TRUE,FALSE
6860,ASV8734,TRUE,TRUE,FALSE
6861,ASV8735,TRUE,TRUE,FALSE
6862,ASV8736,TRUE,FALSE,TRUE
6863,ASV8737,TRUE,TRUE,FALSE
6864,ASV8738,TRUE,TRUE,FALSE
6865,ASV8739,TRUE,FALSE,TRUE
6866,ASV8740,FALSE,FALSE,TRUE
6867,ASV8741,FALSE,TRUE,TRUE
