taxon,lfc_(Intercept),lfc_MicrocompartmentPhyllosphere,lfc_MicrocompartmentRhizosphere,lfc_SoilOriginSoilB,lfc_PlantConditionHealthy,se_(Intercept),se_MicrocompartmentPhyllosphere,se_MicrocompartmentRhizosphere,se_SoilOriginSoilB,se_PlantConditionHealthy,W_(Intercept),W_MicrocompartmentPhyllosphere,W_MicrocompartmentRhizosphere,W_SoilOriginSoilB,W_PlantConditionHealthy,p_(Intercept),p_MicrocompartmentPhyllosphere,p_MicrocompartmentRhizosphere,p_SoilOriginSoilB,p_PlantConditionHealthy,q_(Intercept),q_MicrocompartmentPhyllosphere,q_MicrocompartmentRhizosphere,q_SoilOriginSoilB,q_PlantConditionHealthy,diff_(Intercept),diff_MicrocompartmentPhyllosphere,diff_MicrocompartmentRhizosphere,diff_SoilOriginSoilB,diff_PlantConditionHealthy,passed_ss_(Intercept),passed_ss_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentRhizosphere,passed_ss_SoilOriginSoilB,passed_ss_PlantConditionHealthy,
378,ASV829,-0.078862298,-0.067988582,0.123345224,0.695645382,0.028226623,0.28298955,0.331582257,0.350745331,0.136442844,0.126025336,-0.278675656,-0.205042884,0.351666048,509.843.802.058.399,0.223975781,0.788546601,0.843373509,0.73543671,0.00140194,0.829172821,1,1,1,0.886026304,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
379,ASV835,0.55597643,-0.691925252,-0.211961733,-146.124.495.993.627,-0.108483429,0.290392747,0.33611098,0.364240153,0.152843085,0.14248333,19.145.672.057.621,-205.862.138.953.689,-0.581928518,-956.042.571.682.152,-0.761376291,0.104046943,0.085218905,0.58180428,7.48E+09,0.475283055,1,1,1,0.051611848,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
380,ASV836,-0.166818597,-0.1702449,-0.042136305,-0.066784549,0.597360062,0.287382511,0.3341771,0.355342177,0.14057259,0.130159591,-0.580475816,-0.509445141,-0.118579521,-0.475089413,458.944.328.303.724,0.582722291,0.628629299,0.909478851,0.651523515,0.003733225,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
381,ASV839,-0.304646337,-0.307886555,-0.40017756,0.658556011,0.025030052,0.287552411,0.337576313,0.357197524,0.137191837,0.126774455,-105.944.629.818.598,-0.912050234,-11.203.256.826.351,480.025.653.971.177,0.197437662,0.349131395,0.413338025,0.325294395,0.008646537,0.853112144,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
382,ASV841,-0.358172142,-0.469529005,-0.731703186,130.588.969.735.082,0.272485403,0.285490388,0.336079163,0.354704997,0.137451032,0.12703377,-125.458.564.206.883,-139.707.859.504.531,-206.284.995.141.739,950.076.314.436.341,214.498.399.165.034,0.265080447,0.221227645,0.09409142,0.000218421,0.084781105,1,1,1,0.146342351,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
383,ASV846,-0.874115725,0.718041599,0.267914566,0.172522211,-0.038234884,0.283354644,0.333015255,0.354017718,0.142332326,0.13192378,-308.488.229.214.892,215.618.230.435.995,0.756782929,121.210.841.639.592,-0.289825566,0.017693647,0.067990122,0.473876438,0.264790698,0.780346608,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
384,ASV847,-0.434723594,0.113169941,0.680223506,-0.638074463,0.33169103,0.280843036,0.326817799,0.347466711,0.139500878,0.129085858,-15.479.237.098.642,0.34627839,195.766.525.237.982,-457.398.170.889.393,25.695.380.950.965,0.152680477,0.736308784,0.078740753,0.001020005,0.027912773,1,1,1,0.648722873,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
385,ASV851,0.402725855,-0.766156641,-0.675483523,-0.803420112,0.366369045,0.287123169,0.333395985,0.359752139,0.144308537,0.133906502,140.262.402.474.461,-229.803.799.538.264,-187.763.587.745.309,-556.737.755.794.826,273.600.639.712.852,0.210295773,0.06126503,0.109513368,0.001423038,0.033914773,1,1,1,0.897936664,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
386,ASV853,0.696237364,-10.168.157.410.062,-0.786515062,NA,0.274637789,0.289329056,0.339570433,0.359326556,NA,0.127020148,240.638.591.286.538,-299.441.777.325.701,-218.885.871.296.257,NA,216.215.925.905.247,0.07384334,0.040162545,0.093811528,1,0.096654978,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
387,ASV860,-0.24964188,0.7008244,0.707675995,-0.92382557,-0.271193837,0.286351461,0.330657098,0.356763241,0.142875669,0.132468761,-0.871802362,211.948.996.332.233,198.360.120.705.974,-646.594.046.374.683,-204.722.860.189.611,0.412217087,0.071775536,0.08771489,0.000345031,0.079856375,1,1,1,0.227720408,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
388,ASV863,0.194220912,0.460172224,0.23952607,-162.677.218.457.301,0.22171864,0.318382029,0.347746725,0.367984674,0.149838257,0.139461401,0.610024734,132.329.707.360.355,0.650913169,-108.568.547.000.193,158.982.082.471.703,0.574800782,0.256307424,0.550602381,0.000408472,0.187079435,1,1,1,0.267140946,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
389,ASV874,-0.112135941,-0.3012766,-0.061855572,-0.148442304,-0.186299595,0.29177686,0.338937112,0.360130386,0.142662224,0.132254658,-0.384320885,-0.888886433,-0.171758824,-104.051.583.663.568,-14.086.429.710.466,0.716542659,0.414776717,0.870362391,0.345775349,0.21798372,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
390,ASV875,0.221984619,-0.696009529,-0.669973836,-0.432287408,0.15547883,0.327021532,0.358998104,0.381273787,0.177006802,0.166828831,0.678807348,-193.875.544.572.731,-175.719.878.565.495,-244.220.788.180.226,0.931966192,0.519064732,0.093706579,0.122301409,0.044614225,0.382373414,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
391,ASV880,0.000965382,0.336935806,-0.574366594,-0.235435088,0.03905358,0.275763323,0.323125826,0.343163411,0.133603575,0.123188847,0.003500761,104.273.870.670.823,-167.374.077.436.804,-176.219.152.666.898,0.31702204,0.997275655,0.321621952,0.12512479,0.108517659,0.757746417,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
392,ASV883,0.214913754,-0.947194529,-124.245.373.341.763,0.25750892,-0.502992899,0.291308973,0.354151789,0.363594596,0.166112948,0.15584667,0.73775192,-267.454.396.219.555,-341.714.025.978.696,155.020.378.252.813,-322.748.568.954.743,0.481741891,0.028163162,0.009126392,0.159688678,0.01210253,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
393,ASV886,-0.56942522,-0.041771208,0.222645908,0.30457693,0.315584898,0.277630084,0.326796304,0.342611763,0.14012809,0.129714187,-205.102.131.655.125,-0.127820319,0.64984899,217.356.084.141.344,243.292.507.435.254,0.064861452,0.900598004,0.529127019,0.052450639,0.033236949,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
394,ASV888,0.964759161,-199.611.510.817.199,-15.154.859.358.477,0.178444786,0.43133694,0.290261067,0.345223221,0.36900989,0.164688552,0.15441126,332.376.356.900.597,-578.209.977.268.938,-410.689.787.791.831,108.352.878.152.427,279.342.931.163.822,0.015929654,0.001170101,0.006308293,0.320182974,0.031435037,1,0.788648203,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
395,ASV894,-0.170922344,-0.125822441,0.031319421,0.099925076,0.086017836,0.286022851,0.336290634,0.356174559,0.139774076,0.12935952,-0.597582827,-0.374147918,0.087932786,0.714904214,0.664951729,0.576151156,0.723636196,0.933343301,0.50664975,0.53551833,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
396,ASV899,-0.903293297,107.778.999.466.181,119.092.451.763.426,NA,-0.198760966,0.283516972,0.332319054,0.352614321,NA,0.125299727,-318.602.900.736.678,324.323.863.100.647,337.741.392.043.681,NA,-158.628.411.285.689,0.015361249,0.014189335,0.011800264,1,0.156695463,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
397,ASV904,0.02940787,-0.875547867,-224.051.821.109.628,NA,0.065697613,0.296160074,0.346007898,0.365681766,NA,0.132625018,0.099297213,-253.042.740.215.226,-612.696.180.546.848,NA,0.495363647,0.927165568,0.085392131,0.008741367,1,0.654356135,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
398,ASV910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
399,ASV914,0.115245279,-194.184.221.478.264,-0.407232685,0.655922543,-0.43757479,0.293291621,0.344271305,0.364004043,0.138815902,0.128399887,0.392937509,-564.044.167.582.959,-111.875.868.761.381,472.512.537.713.726,-340.790.633.992.575,0.761647497,0.111706271,0.46435408,0.132771658,0.181706117,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
400,ASV915,110.617.641.431.143,-142.167.712.238.723,-103.753.438.346.772,-0.11800101,0.013682116,0.290707414,0.337197257,0.363688059,0.144912351,0.134512594,380.511.937.841.765,-421.615.862.364.285,-28.528.139.905.057,-0.814292292,0.101716242,0.019019739,0.013519176,0.046264026,0.461176346,0.923876807,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
401,ASV918,-0.374547334,-112.129.855.350.465,-105.513.607.203.925,102.824.717.506.091,-0.190145083,0.29404949,0.348491642,0.360862248,0.155049609,0.144703614,-127.375.610.729.293,-321.757.660.564.496,-292.393.033.099.294,663.173.021.976.403,-131.403.134.099.728,0.258746857,0.0235291,0.032863414,0.001174327,0.245889595,1,1,1,0.743349275,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
402,ASV932,0.245054531,-181.400.259.139.274,-0.169020258,-122.997.415.738.102,0.059218841,0.307619035,0.342728798,0.363726018,0.148925325,0.138543702,0.79661693,-529.282.219.525.271,-0.464691139,-825.899.930.215.744,0.427437985,0.456029214,0.001842438,0.65853732,0.000170422,0.683975068,1,1,1,0.114864492,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
403,ASV938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
404,ASV955,0.508775065,-107.507.506.167.213,-0.953133996,0.081548989,0.590859962,0.294159129,0.342950002,0.362743782,0.159237153,0.148919536,172.959.128.192.565,-313.478.656.929.953,-262.756.811.893.666,0.512122878,396.764.572.606.683,0.134430819,0.020201293,0.03918699,0.626863285,0.007386827,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
405,ASV960,105.946.073.242.092,-137.970.331.524.414,-108.141.150.533.482,0.278430086,-0.207117084,0.286382482,0.336681964,0.354621326,0.138354846,0.127938297,369.946.068.463.943,-409.794.245.765.347,-304.948.243.533.437,201.243.464.987.154,-161.888.260.540.801,0.014007249,0.009373667,0.02844111,0.100334077,0.166397273,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
406,ASV962,-0.969051918,0.00692626,0.94541695,0.593279494,-0.014685095,0.290744939,0.335679059,0.36632293,0.150976858,0.14060624,-333.299.668.474.559,0.020633579,258.082.929.559.704,392.960.550.927.852,-0.104441275,0.02071081,0.984336045,0.049382443,0.011074686,0.92087932,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
407,ASV963,-0.149092922,0.282585611,0.534837622,-0.19933072,-0.587456391,0.28522699,0.336338851,0.358556952,0.158975894,0.148656432,-0.522716741,0.840181293,149.163.924.625.567,-125.384.242.074.685,-395.177.245.353.405,0.613793916,0.422564582,0.169988699,0.241487996,0.003345712,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
408,ASV964,-0.581121807,-0.357269425,0.676973548,0.478565398,0.170544639,0.287948699,0.336510771,0.355760457,0.138191326,0.127774615,-201.814.353.660.112,-106.168.793.239.877,190.289.149.391.488,346.306.393.778.474,133.473.021.194.703,0.099605891,0.336944067,0.115434207,0.017982942,0.239513603,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
409,ASV968,-0.012148199,-0.394062577,-0.259905991,-0.236043897,0.146415885,0.291903522,0.336662507,0.358712549,0.143104098,0.132697915,-0.041617173,-117.049.736.489.463,-0.724552267,-164.945.588.015.375,110.337.743.360.154,0.968154212,0.286182168,0.495997451,0.150148253,0.312139446,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
410,ASV969,0.295638896,-0.645144427,-0.292032488,-0.231444096,0.234681644,0.288556898,0.337611652,0.354967074,0.143277421,0.132871801,102.454.281.323.379,-191.090.687.215.561,-0.822703034,-16.153.563.763.858,176.622.611.445.813,0.345098688,0.104576341,0.442138675,0.157360773,0.127789615,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
411,ASV971,0.011908799,0.225117463,-0.558269239,-0.240620396,-0.127254077,0.281602541,0.333029934,0.350790744,0.139496363,0.129081336,0.042289388,0.675967654,-159.145.943.509.861,-172.492.236.366.444,-0.98584413,0.967448982,0.520760851,0.155532837,0.128194749,0.357051187,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
412,ASV972,-0.695906817,110.804.638.891.039,0.034717504,0.594576749,0.036449408,0.291819134,0.334816532,0.366970414,0.155287113,0.144942652,-238.471.963.131.341,330.941.360.975.818,0.094605731,382.888.662.545.142,0.251474684,0.054416668,0.016216576,0.927708349,0.008670401,0.809838604,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
413,ASV975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
414,ASV982,-0.106545587,-0.564432968,-0.013272823,-0.088755225,-0.209746293,0.303471955,0.338862867,0.36700712,0.152648245,0.142287321,-0.351088744,-166.566.780.490.961,-0.036165029,-0.581436258,-147.410.388.605.833,0.73752098,0.146831594,0.972323954,0.58211526,0.190891601,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
415,ASV990,0.318649376,-0.974895938,-0.837702507,0.655943613,0.024886269,0.291025735,0.340298105,0.360714292,0.139081614,0.128665957,109.491.820.452.277,-286.482.917.377.125,-232.234.354.239.473,471.624.965.445.562,0.193417669,0.35358514,0.064321967,0.102863813,0.018051127,0.858986578,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
416,ASV994,-0.479692327,0.332317303,0.408423306,0.763563159,-0.170552106,0.29323369,0.343143349,0.359270469,0.143872701,0.133469102,-163.587.044.849.527,0.968450369,113.681.290.666.403,530.721.362.602.152,-127.783.961.910.384,0.177207109,0.387660552,0.319098844,0.006057583,0.270425944,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
417,ASV995,-0.00573889,-0.826405739,0.250472418,0.320412129,-0.015200215,0.279071484,0.326623734,0.347508479,0.13767693,0.127259804,-0.020564231,-25.301.460.175.521,0.720766351,23.272.753.733.505,-0.11944239,0.984041971,0.03222765,0.489350546,0.044947209,0.907548566,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
418,ASV1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
419,ASV1011,-0.34484049,-0.246183279,-0.266170225,0.47213221,0.045143392,0.294601685,0.342242045,0.368105304,0.145946408,0.135550846,-11.705.312.900.535,-0.719325058,-0.723081743,323.496.970.787.017,0.333036592,0.362384552,0.546636436,0.54475842,0.08372978,0.770777762,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
420,ASV1012,0.054780336,-142.855.946.320.037,-0.082488981,0.03229078,-0.11591485,0.291534076,0.341480695,0.36130949,0.141270515,0.13085912,0.187903714,-418.342.671.240.054,-0.228305604,0.228574097,-0.885798787,0.862943436,0.024891208,0.834085419,0.83389474,0.440966951,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
421,ASV1013,-105.117.928.910.492,0.204896445,112.048.875.760.787,118.215.065.174.156,-0.496960829,0.287807924,0.337623798,0.357294909,0.137387636,0.126970341,-365.236.395.908.574,0.606877969,313.603.337.379.572,860.449.082.178.149,-391.399.144.788.644,0.021726097,0.576692337,0.034981161,0.001002588,0.017335322,1,1,1,0.638648668,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
422,ASV1015,-0.08089972,0.235703527,-0.284308971,-0.290156183,-0.491103049,0.280045695,0.331774085,0.347937943,0.139268038,0.128852654,-0.288880427,0.710433811,-0.817125517,-208.343.700.026.301,-38.113.537.855.851,0.780017127,0.497619583,0.437512415,0.070736225,0.005152698,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
423,ASV1025,-0.486750348,-0.894889681,-176.399.982.394.018,0.441903699,0.59353078,0.30553118,0.349386421,0.366544184,0.147040752,0.136650005,-15.931.282.305.911,-2.561.317.863.009,-481.251.620.198.328,300.531.446.888.962,434.343.769.143.022,0.252147873,0.124577433,0.040568017,0.095175258,0.049133148,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
424,ASV1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
425,ASV1036,0.751158878,-0.076983347,-0.913276471,-213.504.443.039.276,-0.450458424,0.294101588,0.341912782,0.366860557,0.144455888,0.134054397,255.407.964.194.842,-0.225154926,-248.943.761.840.479,-147.799.058.787.295,-336.026.594.040.058,0.125157311,0.842771618,0.130507496,0.004546602,0.078302318,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
426,ASV1049,-0.834728207,110.978.855.713.352,16.619.267.739.327,-193.111.614.688.769,-0.127738815,0.287553543,0.337687763,0.356871591,0.137214046,0.126796673,-290.286.184.531.106,328.643.403.324.468,465.693.212.300.394,-140.737.497.387.584,-100.743.033.890.933,0.043991563,0.030316859,0.009611549,0.000147922,0.370722775,1,1,1,0.10014349,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
427,ASV1050,-125.854.435.296.079,15.341.318.286.047,0.676818414,-0.289421773,-0.142643765,0.287088044,0.340368702,0.354528717,0.142674011,0.132266481,-438.382.712.340.121,450.726.468.121.586,190.906.514.110.694,-202.855.285.982.233,-107.845.739.864.829,0.007128983,0.006356876,0.114523521,0.09829235,0.330085741,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
428,ASV1054,0.522609293,-298.876.935.507.111,-134.919.460.962.719,0.95122863,0.036560598,0.301597407,0.359758366,0.367696227,0.172312175,0.162095458,173.280.433.269.295,-830.771.328.836.256,-36.693.186.156.623,552.037.967.378.379,0.225549797,0.143671208,0.000412795,0.01445363,0.002671347,0.830480851,1,0.286892662,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
429,ASV1063,0.133886083,-0.822838393,-129.834.444.236.855,-0.45516208,0.546436699,0.289372067,0.339842895,0.359401594,0.13786895,0.127451962,0.462677979,-242.123.170.680.259,-361.251.720.185.062,-330.141.107.245.649,428.739.338.382.674,0.675089775,0.094065099,0.036438923,0.045685095,0.023321779,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
430,ASV1067,0.481523492,-0.440140823,-0.440164472,-0.552472113,-0.201744876,0.291188251,0.34308805,0.366752027,0.150440941,0.140067348,165.365.014.243.133,-128.288.007.486.389,-1.200.169.159.352,-367.235.214.284.264,-144.034.194.324.272,0.19677049,0.289665929,0.316205349,0.034942769,0.245402258,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
431,ASV1078,-1.426.902.989.005,108.481.421.712.413,-0.601864532,-0.607177278,21.247.680.955.834,0.290341414,0.33835867,0.363286502,0.144334949,0.133933011,-491.456.926.118.113,320.610.734.215.644,-165.672.142.732.056,-420.672.388.631.391,158.644.092.821.199,0.007960315,0.032709913,0.172916735,0.013621974,9.23E+09,1,1,1,1,0.067261409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
432,ASV1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
433,ASV1084,-211.814.278.493.003,0.869332812,161.874.161.943.068,242.443.086.592.648,NA,0.291724839,0.342273939,0.366708836,0.144273265,NA,-726.075.568.170.743,25.398.743.881.273,441.424.220.423.245,168.044.361.769.781,NA,0.005390586,0.08468883,0.021575803,0.00045887,1,1,1,1,0.298724533,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
434,ASV1086,0.584941291,-0.936067648,-0.012924987,-0.333003542,-0.266015989,0.285607588,0.335941285,0.354636757,0.142516131,0.132108125,204.805.934.871.511,-278.640.253.362.471,-0.036445706,-233.660.246.289.917,-20.136.232.265.264,0.086474047,0.031727749,0.972109271,0.058113378,0.090698095,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
435,ASV1091,-184.943.584.486.888,0.909273232,133.257.562.977.806,174.383.071.021.819,-122.496.224.570.551,0.291018245,0.344091627,0.356871591,0.144926987,0.134527288,-635.505.120.039.524,264.253.228.288.454,373.404.794.602.399,120.324.774.921.798,-91.056.786.202.998,0.003141828,0.057428115,0.02022549,0.000273523,0.000806798,1,1,1,0.18216606,0.582508499,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
436,ASV1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
437,ASV1108,-0.268309212,-12.622.557.706.271,-0.388592543,-0.097915545,0.481254055,0.292561159,0.345076512,0.36477015,0.148122442,0.137736809,-0.917104694,-36.579.011.486.007,-106.530.795.614.428,-0.66104463,349.401.192.823.982,0.401160171,0.014626944,0.335453383,0.53782208,0.017395548,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
438,ASV1110,0.317503549,-0.377157941,0.333835289,-162.207.365.002.551,0.033594509,0.287887542,0.33945827,0.358677944,0.141575798,0.131165172,110.287.352.761.799,-111.105.833.854.899,0.930738269,-114.572.806.745.541,0.256123696,0.331972242,0.32882502,0.404675326,0.000331196,0.810488044,1,1,1,0.219251531,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
439,ASV1112,0.714068429,-157.694.785.496.282,-103.466.820.973.642,0.202564237,0.349126099,0.291338596,0.341873893,0.361757246,0.138190603,0.127773891,245.099.152.023.822,-461.265.948.127.406,-286.011.744.370.453,146.583.221.505.366,273.237.432.815.541,0.133841948,0.043926311,0.103595186,0.280335423,0.111903946,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
440,ASV1116,110.764.945.805.072,-231.884.084.216.335,-0.580660612,NA,NA,0.293197061,0.344743682,0.373308084,NA,NA,37.778.327.422.745,-672.627.510.137.757,-155.544.612.096.385,NA,NA,0.032491465,0.006708505,0.217688457,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
441,ASV1127,-0.007961007,-108.512.798.709.568,-108.268.226.360.931,0.033799558,-0.032995761,0.306152362,0.358450505,0.365850198,0.164778373,0.154501771,-0.026003414,-30.272.742.627.464,-295.935.951.041.285,0.205121326,-0.213562346,0.980097899,0.023179056,0.025303941,0.8442592,0.837960409,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
442,ASV1136,-0.841403381,-0.611995727,-0.703064524,241.592.734.102.039,-14.826.731.189.292,0.295131952,0.346567864,0.366236142,0.139438793,0.129023674,-285.093.964.198.907,-176.587.557.830.502,-191.970.273.655.907,173.260.775.736.416,-114.914.812.030.837,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
443,ASV1138,-0.621143672,-0.31452789,108.685.540.262.106,0.750334211,-0.336925703,0.291248221,0.341873775,0.361710889,0.138132451,0.127715685,-213.269.516.136.687,-0.920011751,300.476.274.433.257,543.199.087.176.306,-263.809.182.450.237,0.166584525,0.454689626,0.095205379,0.032259805,0.118652187,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
