taxon,lfc_(Intercept),lfc_MicrocompartmentPhyllosphere,lfc_MicrocompartmentRhizosphere,lfc_SoilOriginSoilB,lfc_PlantConditionHealthy,se_(Intercept),se_MicrocompartmentPhyllosphere,se_MicrocompartmentRhizosphere,se_SoilOriginSoilB,se_PlantConditionHealthy,W_(Intercept),W_MicrocompartmentPhyllosphere,W_MicrocompartmentRhizosphere,W_SoilOriginSoilB,W_PlantConditionHealthy,p_(Intercept),p_MicrocompartmentPhyllosphere,p_MicrocompartmentRhizosphere,p_SoilOriginSoilB,p_PlantConditionHealthy,q_(Intercept),q_MicrocompartmentPhyllosphere,q_MicrocompartmentRhizosphere,q_SoilOriginSoilB,q_PlantConditionHealthy,diff_(Intercept),diff_MicrocompartmentPhyllosphere,diff_MicrocompartmentRhizosphere,diff_SoilOriginSoilB,diff_PlantConditionHealthy,passed_ss_(Intercept),passed_ss_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentRhizosphere,passed_ss_SoilOriginSoilB,passed_ss_PlantConditionHealthy,
223,ASV428,-0.077082981,-0.918654547,-0.441646245,0.259897149,0.054631994,0.291645176,0.334966436,0.35619055,0.147167453,0.136777287,-0.264303979,-274.252.715.448.987,-123.991.567.285.277,176.599.610.571.936,0.399422996,0.797498554,0.022753295,0.246360303,0.111206423,0.698894172,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
224,ASV429,-0.070649853,0.295344995,0.677543362,-183.614.085.751.188,-0.294581624,0.286649507,0.331977944,0.363057853,0.15015297,0.139777807,-0.246467728,0.88965246,186.621.321.253.131,-122.284.684.205.991,-210.749.924.632.037,0.812391677,0.40318974,0.104256017,5.60E+08,0.073057706,1,1,1,0.003994094,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
225,ASV431,-0.255348569,0.54410098,0.693756795,-0.554564225,-0.269471391,0.273878551,0.321542509,0.341485243,0.144206504,0.133804096,-0.932342341,169.215.878.257.345,203.158.645.985.166,-384.562.561.622.356,-201.392.483.056.342,0.368152765,0.114430281,0.063156698,0.002024248,0.065192686,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
226,ASV436,26.221.968.468.522,-341.384.592.131.217,-316.775.084.876.098,0.780167404,0.009824871,0.293429815,0.336756115,0.367590868,0.153565997,0.143210647,893.636.813.596.293,-101.374.430.100.376,-861.759.942.452.775,508.033.953.317.469,0.068604331,0.000292367,0.000160109,0.000347273,0.00383334,0.947963647,0.211381115,0.113393434,0.252814605,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
227,ASV437,0.042638894,-0.199104603,-0.097980529,0.497478603,0.224811791,0.274806705,0.321668932,0.343450787,0.137822687,0.127405663,0.155159584,-0.618973683,-0.285282587,360.955.525.454.313,176.453.530.802.051,0.879506011,0.548537933,0.780727635,0.004100741,0.105353524,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
228,ASV439,-0.170543573,-0.861250874,-0.586594793,0.727620649,0.283787017,0.294682931,0.366133382,0.363399639,0.183950185,0.173830477,-0.578735838,-23.522.872.182.278,-16.141.865.041.711,395.553.095.284.566,163.255.040.905.282,0.578692618,0.046514884,0.145150836,0.004203285,0.14120714,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
229,ASV442,-108.519.863.066.132,156.946.077.834.035,138.963.205.292.541,-198.169.397.283.508,0.091612484,0.269738678,0.315859428,0.337196629,0.133950414,0.123535049,-402.314.802.439.264,496.885.842.673.322,412.113.270.220.324,-147.942.354.947.746,0.741591026,0.001447624,0.000256713,0.001204523,1.64E+05,0.47152088,1,0.180212376,0.858824858,1.20E+08,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
230,ASV444,0.22173923,-0.066867839,-0.149241883,0.470605962,-0.257417573,0.275183488,0.323706957,0.343893129,0.140694766,0.130282033,0.805786829,-0.20656905,-0.433977507,334.487.183.841.016,-197.584.860.884.308,0.437438504,0.840120282,0.672693907,0.006536699,0.07379096,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
231,ASV445,0.403285604,-0.82653848,-0.327995598,-0.372266402,-0.114623762,0.280177614,0.327425108,0.347254073,0.141419369,0.131008344,14.393.926.710.519,-252.435.888.459.341,-0.944540679,-263.235.796.307.834,-0.874934819,0.180597782,0.030161151,0.367155127,0.025060528,0.402134633,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
232,ASV446,-0.010826524,-28.446.962.194.861,-0.3019246,0.029758262,0.201596391,0.298266491,0.338627051,0.377125085,0.170659187,0.160429038,-0.036298156,-840.067.623.887.311,-0.80059538,0.174372461,125.660.786.378.755,0.971758988,7.66E+08,0.441971106,0.865052409,0.237455617,1,0.005573098,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
233,ASV448,-0.366714563,-0.203736313,0.719463994,-0.820888727,0.19324551,0.280113681,0.329023785,0.348896991,0.137567728,0.127150532,-130.916.334.421.901,-0.619214543,206.211.005.650.444,-596.716.062.392.191,151.981.676.041.356,0.226828529,0.552995952,0.07311994,0.00033547,0.167044063,1,1,1,0.221745782,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
234,ASV456,-0.964011791,12.007.216.675.806,135.044.857.732.296,-0.774459028,-0.11039183,0.278858222,0.326080867,0.345281972,0.138433941,0.128017475,-345.699.611.339.962,368.228.188.213.105,391.114.708.504.401,-559.443.026.791.454,-0.862318447,0.006153634,0.004230407,0.002907859,0.000229457,0.408715542,1,1,1,0.153506543,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
235,ASV458,0.065781407,-0.624353409,-0.71211501,0.395674523,0.349679463,0.281584287,0.327652724,0.346030521,0.138832818,0.128416825,0.233611781,-190.553.400.908.481,-205.795.433.133.546,285.000.713.943.711,272.300.349.964.591,0.819999197,0.085835274,0.066615084,0.017249879,0.02144946,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
236,ASV459,0.480970447,-0.573021618,-0.749938254,0.826924036,-0.080628293,0.277978885,0.327002254,0.346808281,0.139021238,0.128605496,173.024.093.815.535,-175.234.760.814.773,-216.240.007.535.198,594.818.495.892.493,-0.626942822,0.114270559,0.110261349,0.055882637,0.000141586,0.544743544,1,1,1,0.096136617,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
237,ASV461,0.127059714,-0.678032023,-0.072071224,0.170566026,-0.252840381,0.275038527,0.320578315,0.341656639,0.136272542,0.125855052,0.461970602,-211.502.772.101.329,-0.21094636,125.165.366.203.112,-20.089.807.798.882,0.65236555,0.056028431,0.83646888,0.234545256,0.067581155,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
238,ASV467,-0.674697565,0.009242007,-0.202736162,0.237688726,0.740920221,0.296239502,0.340346976,0.375938898,0.178219695,0.168051842,-227.754.084.320.482,0.027154663,-0.539279555,13.336.838.366.744,440.887.891.492.842,0.041863888,0.978782743,0.599557238,0.207069444,0.000852027,1,1,1,1,0.613459202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
239,ASV472,116.313.603.663.591,-164.360.410.262.139,-208.214.959.676.225,170.751.086.173.263,-0.219642542,0.311551849,0.344080845,0.379572776,0.168115309,0.157864779,373.336.264.614.773,-477.679.628.500.887,-548.550.826.119.623,101.567.838.730.721,-139.133.341.789.876,0.009698103,0.003072919,0.001535491,5.30E+07,0.213521248,1,1,1,0.036728622,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
240,ASV473,-12.310.632.507.158,164.502.316.246.354,169.016.322.066.701,-158.665.101.262.884,-0.227872198,0.278559041,0.327542402,0.342905132,0.14569372,0.1352971,-441.939.794.047.861,502.232.123.924.803,492.895.283.083.811,-10.890.318.510.297,-168.423.564.665.446,0.00083647,0.000297974,0.000348508,1.41E+07,0.117945514,0.603094697,0.208283847,0.253365101,0.00010255,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
241,ASV474,-0.209998356,-0.050380499,0.450732731,-150.883.201.102.763,0.145286533,0.27470546,0.321732783,0.342633032,0.141560084,0.131149418,-0.764449152,-0.156591127,131.549.701.636.344,-106.585.979.133.286,11.077.939.619.618,0.459368657,0.878170745,0.212923317,1.79E+07,0.289661586,1,1,1,0.000129617,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
242,ASV475,0.008007072,-0.253493643,0.448015192,-0.699067588,-0.045754746,0.296452147,0.334465649,0.355994672,0.158121416,0.147795981,0.027009663,-0.757906363,125.848.847.485.325,-442.108.101.095.128,-0.309580449,0.97893581,0.464434844,0.234270202,0.001026674,0.762665528,1,1,1,0.651937988,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
243,ASV477,-0.271810593,-0.942185798,-0.041311969,0.346259457,-0.158625825,0.292516869,0.337317997,0.366041242,0.154094759,0.143742697,-0.929213396,-279.316.789.390.026,-0.112861514,22.470.553.711.411,-11.035.400.646.329,0.388633413,0.031445875,0.913821761,0.065706608,0.312074241,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
244,ASV480,-0.166567806,-0.280506162,0.870421266,0.331564852,-0.54248786,0.275143395,0.330003744,0.340154605,0.148263567,0.137878626,-0.605385445,-0.850009029,255.889.896.281.867,223.632.048.805.567,-393.453.194.934.451,0.555344679,0.410701956,0.023788611,0.043491386,0.00171078,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
245,ASV483,0.439623484,-0.17768975,-0.047926734,-103.618.082.511.382,-0.335619839,0.272431448,0.330591751,0.341144674,0.147777363,0.137390062,161.370.314.698.715,-0.53748997,-0.140488002,-701.176.960.867.884,-244.282.471.494.598,0.132563334,0.600754746,0.89060507,1.41E+09,0.030997325,1,1,1,0.009932846,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
246,ASV484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
247,ASV486,0.3147275,-0.204320043,-0.65394201,-0.286098867,-0.296822258,0.277872476,0.325957548,0.346448717,0.136004394,0.12558697,113.263.286.908.489,-0.626830224,-188.755.789.312.854,-210.360.017.079.622,-236.347.972.525.168,0.286640229,0.546340128,0.091693205,0.064738907,0.042359157,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
248,ASV487,-129.505.058.461.059,0.10509586,115.112.234.122.413,0.960591015,0.009640757,0.279567555,0.330105044,0.348132392,0.137876448,0.127459465,-463.233.505.064.756,0.31837096,330.656.488.342.395,696.704.209.714.399,0.075637829,0.001682923,0.758356134,0.010753109,0.000116412,0.941564528,1,1,1,0.079742429,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
249,ASV488,0.108229358,-0.218109047,-0.265237962,-0.353273397,0.163770808,0.300648726,0.337312867,0.361098466,0.155885868,0.145545319,0.359986085,-0.64660755,-0.734530846,-226.623.107.444.015,11.252.220.861.974,0.727160443,0.534026432,0.481324011,0.04966815,0.289606284,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
250,ASV490,-0.045581995,-0.307758188,-0.2953679,0.375604716,-0.266697463,0.280923249,0.331776642,0.34950418,0.14641021,0.136016642,-0.162257825,-0.927606554,-0.845105488,256.542.707.667.909,-196.077.081.819.183,0.874687319,0.377817114,0.419950365,0.030415117,0.081543314,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
251,ASV491,-0.519129691,0.173990623,0.798276865,0.624714462,-0.014256528,0.275189187,0.324226129,0.342229768,0.139364994,0.128949759,-188.644.654.497.323,0.536633565,233.257.577.461.141,448.257.802.744.001,-0.110558777,0.085896619,0.602205028,0.039688462,0.000927451,0.913957619,1,1,1,0.592641031,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
252,ASV492,-0.628115786,0.6946249,0.312232826,0.276650925,0.122443569,0.283319409,0.332981415,0.353212524,0.137270235,0.126852885,-221.698.820.143.798,208.607.708.945.229,0.883980056,201.537.445.533.913,0.965240712,0.068481241,0.082042212,0.410725881,0.090478321,0.371700662,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
253,ASV494,0.390496776,-16.145.520.124.699,-0.012783532,-0.198124145,-0.196777505,0.297906605,0.359316008,0.38423271,0.205730338,0.195792408,13.108.026.790.104,-449.340.407.462.362,-0.033270287,-0.963028334,-100.503.133.440.348,0.209639128,0.0004289,0.973897732,0.350802548,0.330820141,1,0.297227772,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
254,ASV500,-0.146422423,0.243818356,-0.438321214,16.211.553.069.409,-0.09611863,0.284350329,0.334629081,0.352762846,0.138718578,0.128302441,-0.51493671,0.728622733,-124.253.792.542.173,116.866.488.257.071,-0.749156679,0.62501043,0.493678001,0.260395665,2.37E+09,0.482089717,1,1,1,0.016566163,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
255,ASV501,0.799961865,-142.257.680.034.609,-0.932453187,-0.217523848,-0.091940972,0.277452726,0.323371836,0.34843435,0.141705516,0.13129523,288.323.663.628.627,-439.919.820.495.963,-267.612.302.218.855,-153.504.150.327.789,-0.70026133,0.014884851,0.001064614,0.021556964,0.153020689,0.49830755,1,0.71967939,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
256,ASV503,0.13878987,-0.079561056,-0.19400094,-0.216371249,0.009328506,0.283968426,0.333347399,0.354225909,0.138794081,0.128378038,0.488751063,-0.238673096,-0.54767575,-155.893.715.338.621,0.072664343,0.642367651,0.819301982,0.603675262,0.170025457,0.944434988,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
257,ASV504,-0.422033683,-0.133514595,0.539097503,0.070721287,0.098192171,0.282205776,0.331727162,0.351456003,0.138759929,0.128343843,-149.548.208.562.833,-0.402483156,153.389.755.106.618,0.5096665,0.765071145,0.178442727,0.69933591,0.168924652,0.625956152,0.469232525,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
258,ASV505,-0.186831996,0.068850553,0.433550717,-142.786.105.402.937,0.052685864,0.275481,0.322775455,0.344382581,0.135031756,0.124614954,-0.678202837,0.213307894,125.892.173.524.513,-105.742.611.324.499,0.422789259,0.513030174,0.835372756,0.236652764,9.51E+07,0.681396488,1,1,1,0.000680647,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
259,ASV506,0.038313801,-0.572585379,-109.737.592.919.222,0.213640494,0.200313303,0.278760909,0.327755899,0.34522213,0.136419601,0.126002094,0.137443235,-174.698.726.068.502,-317.875.313.657.607,156.605.424.005.832,15.897.616.904.501,0.893706193,0.114585513,0.011207209,0.151777356,0.146351713,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
260,ASV511,-0.366250425,-0.993834711,-130.549.502.993.665,0.370658889,0.885047878,0.299598122,0.360770918,0.365925568,0.178406665,0.168240374,-122.247.236.646.556,-275.475.283.951.699,-35.676.518.463.246,207.760.673.797.106,526.061.524.659.198,0.256320287,0.024875582,0.007318661,0.071380231,0.000763933,1,1,1,1,0.552323438,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
261,ASV513,-0.073126321,0.137241636,0.065028564,0.534583305,-0.000862102,0.27523538,0.322617713,0.342638568,0.132688983,0.122276366,-0.265686487,0.42540019,0.189787637,402.884.470.211.573,-0.007050436,0.795877728,0.679554372,0.853272589,0.002403976,0.994513282,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
262,ASV514,-0.339300625,0.347517932,0.797734932,-0.479847352,-0.4029164,0.287003163,0.338218892,0.356151024,0.142045205,0.131635841,-118.221.911.556.015,102.749.414.469.157,223.987.825.301.284,-33.781.312.919.889,-306.084.115.593.756,0.290271951,0.351303188,0.07522614,0.01971426,0.028075091,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
263,ASV515,0.287702208,-14.571.002.741.568,-0.975205375,0.320023307,0.489880587,0.282063423,0.329588742,0.355126908,0.1506775,0.140305211,101.999.119.609.658,-442.096.493.803.424,-274.607.570.372.062,212.389.578.583.466,349.153.521.753.387,0.331774655,0.00129217,0.020616637,0.059631188,0.005808086,1,0.867045808,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
264,ASV520,-0.354252694,-0.338901083,0.997965166,NA,0.807884315,0.291796682,0.343604739,0.361723297,NA,0.134536377,-121.403.948.482.402,-0.986310853,275.891.869.333.393,NA,600.495.074.771.847,0.291507429,0.379818359,0.050906068,1,0.003870817,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
265,ASV521,0.211731364,-0.047156811,-0.105843952,0.193700093,-0.170012366,0.274602309,0.321350647,0.342486246,0.140393221,0.129979846,0.771047283,-0.146745655,-0.309045847,137.969.690.920.666,-130.799.020.796.487,0.455593279,0.885769302,0.762586605,0.192846516,0.215378574,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
266,ASV524,13.085.884.134.905,-127.601.755.270.448,-153.162.726.511.119,0.699101683,-0.392993401,0.295378177,0.334554656,0.370138184,0.156145807,0.145806976,443.021.358.157.882,-381.407.800.223.081,-413.798.773.603.895,447.723.633.722.592,-269.529.903.119.006,0.004422088,0.008821467,0.006092311,0.004204788,0.035799238,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
267,ASV526,0.060030919,0.128162244,0.269632703,-0.064481469,-0.2840147,0.281333286,0.329950589,0.350096345,0.134929106,0.124512405,0.21338008,0.388428595,0.770167146,-0.477891475,-228.101.528.414.903,0.837112109,0.709242235,0.466392581,0.64729032,0.05655156,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
268,ASV532,0.074898432,-0.502194408,-121.380.161.833.655,0.30654133,0.582295713,0.282684257,0.333117428,0.350717915,0.141602525,0.131191969,0.264954378,-150.755.969.364.913,-346.090.565.989.495,2.164.801.306.371,443.850.122.392.318,0.797743501,0.170096108,0.008556383,0.06232139,0.002172275,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
269,ASV534,0.63750948,-140.444.620.917.466,-0.871393676,-0.520026009,-0.199121062,0.27193127,0.318779912,0.341626401,0.136439017,0.126021509,234.437.723.574.635,-440.569.232.236.377,-255.072.111.658.615,-381.141.714.962.318,-158.005.616.074.373,0.037089614,0.000856799,0.025431955,0.002477833,0.140078567,1,0.58433664,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
270,ASV535,-188.473.889.550.832,19.998.811.092.358,156.148.509.413.403,-0.1648719,0.30933252,0.275702083,0.324581571,0.345301499,0.138285178,0.127868558,-683.614.310.239.891,616.141.300.310.546,452.209.184.631.321,-119.226.009.844.188,241.914.450.598.196,4.53E+09,0.000106711,0.001104777,0.260683192,0.03611439,0.033149421,0.07597848,0.789915309,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
271,ASV536,0.098472194,-0.285057111,0.267345895,-0.105417579,-0.344115847,0.276536584,0.324213743,0.343958847,0.136224363,0.125806882,0.356091021,-0.879225871,0.777261285,-0.773852613,-27.352.704.449.545,0.729170307,0.399913166,0.454998656,0.456922493,0.021002552,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
272,ASV540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
273,ASV541,-0.039953908,-0.313499704,0.312608682,0.0686325,-0.272792292,0.284275829,0.3338407,0.353090592,0.138164094,0.127747358,-0.140546271,-0.939069754,0.885349791,0.496746279,-213.540.457.510.772,0.892828062,0.38394265,0.410043232,0.637040977,0.076635161,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
274,ASV545,0.568013218,-0.892889455,-0.627049267,0.104447665,-0.112641712,0.283911936,0.335051061,0.350174683,0.146067789,0.135672742,200.066.691.650.508,-266.493.546.832.935,-179.067.561.593.659,0.71506296,-0.830245711,0.080433091,0.028585844,0.111124815,0.494905751,0.430477542,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
275,ASV548,0.552146156,-141.944.969.001.475,-0.417377122,0.125226223,-0.161197936,0.278512406,0.32672566,0.353977567,0.144618096,0.134217212,198.248.316.409.062,-434.446.958.141.263,-117.910.613.797.137,0.865909778,-120.102.283.210.214,0.078744168,0.001865251,0.268586468,0.409028954,0.260395486,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
276,ASV553,-0.436399164,0.620646167,0.804850221,-0.050842179,-0.135871383,0.279487868,0.32632277,0.346303603,0.137952789,0.127535867,-156.142.435.773.266,190.193.950.425.542,23.241.173.742.177,-0.368547669,-106.535.821.340.361,0.14948625,0.086345811,0.042473807,0.720147397,0.311760514,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
277,ASV557,-0.160549693,-0.327655403,0.139097999,0.112922671,0.346315254,0.283299071,0.336074343,0.34977188,0.141884881,0.131475076,-0.566714508,-0.974949174,0.397682051,0.795875289,263.407.533.343.906,0.58860979,0.362065251,0.702713026,0.452244737,0.033712383,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
278,ASV558,0.044002461,0.092692727,-0.330459637,-0.772038257,0.460864798,0.286758588,0.334151446,0.358527765,0.145009757,0.13461038,0.153447754,0.277397353,-0.921712818,-532.404.353.943.586,342.369.436.136.908,0.883075974,0.790784866,0.392232524,0.001788269,0.014079716,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
279,ASV562,0.679902457,-0.735820203,206.721.976.714.434,-0.998282355,-120.768.703.965.897,0.291669003,0.34283589,0.363605748,0.146098937,0.135704023,233.107.546.390.624,-214.627.530.026.977,568.533.302.111.683,-683.292.003.337.702,-889.941.956.882,0.102047715,0.121132954,0.010785255,0.006414148,0.002992189,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
280,ASV563,-0.215776888,-0.742510538,0.227655206,0.615240642,-0.125805582,0.281420155,0.330621473,0.351907989,0.139985225,0.129571051,-0.766742836,-22.458.025.248.984,0.646916846,439.503.984.680.432,-0.970938965,0.465256755,0.05492589,0.535801815,0.002301973,0.360015143,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
281,ASV565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
282,ASV570,0.623624427,-122.153.506.766.201,-0.686033521,-0.328865126,0.27651377,0.278832677,0.325677732,0.351286524,0.141508114,0.131097314,223.655.431.437.594,-375.074.789.770.062,-195.291.727.497.759,-232.400.190.769.998,210.922.528.424.313,0.05213582,0.004549429,0.082578878,0.045188763,0.064150418,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
283,ASV571,0.281413214,-0.332120042,-0.074966106,-0.530129805,-0.218007634,0.279920776,0.327594607,0.349073935,0.135780106,0.125362771,100.533.164.458.894,-101.381.413.248.103,-0.214757101,-390.432.604.381.537,-173.901.415.425.256,0.344172929,0.340348493,0.835330042,0.004517019,0.120224372,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
284,ASV572,0.053587036,-0.254391169,-0.233192035,-0.226143933,-0.079947542,0.30508539,0.328827851,0.362282699,0.159989862,0.149677613,0.175646023,-0.77363024,-0.643674223,-141.348.913.832.566,-0.534131593,0.863501146,0.454120722,0.531896006,0.182924707,0.603005306,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
285,ASV573,0.418012703,-119.255.492.899.509,-0.433960897,112.370.451.702.562,-0.235268129,0.2946793,0.340081878,0.359851036,0.151899572,0.14153423,14.185.343.282.941,-350.667.003.246.907,-120.594.594.500.434,739.768.061.153.435,-166.227.017.832.617,0.198985891,0.009903675,0.267012925,0.000149718,0.140411492,1,1,1,0.101209278,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
286,ASV575,0.421987033,-0.349214987,-0.494718614,-0.439555829,-0.243331067,0.280189333,0.330533366,0.351958153,0.152620964,0.142259877,150.607.814.947.846,-105.651.962.275.076,-140.561.771.110.214,-288.004.883.900.782,-171.046.870.196.128,0.160212328,0.313382349,0.187448284,0.014969977,0.115197568,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
287,ASV577,0.034919406,-195.927.503.176.664,-0.436350374,0.638741736,-0.444437772,0.295998707,0.340835191,0.366377767,0.154748934,0.14440101,0.117971481,-574.845.287.604.207,-119.098.486.156.243,412.760.024.186.739,-307.780.237.636.712,0.909940506,0.001206112,0.278634025,0.006163538,0.021724011,1,0.811713456,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
