,taxon,lfc_MicrocompartmentPhyllosphere,lfc_MicrocompartmentRhizosphere,lfc_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,se_MicrocompartmentPhyllosphere,se_MicrocompartmentRhizosphere,se_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,W_MicrocompartmentPhyllosphere,W_MicrocompartmentRhizosphere,W_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,p_MicrocompartmentPhyllosphere,p_MicrocompartmentRhizosphere,p_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,q_MicrocompartmentPhyllosphere,q_MicrocompartmentRhizosphere,q_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,diff_MicrocompartmentPhyllosphere,diff_MicrocompartmentRhizosphere,diff_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentRhizosphere,passed_ss_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere
317,ASV653,117.387.482.333.958,0.118449259,-105.542.556.389.034,0.329681824,0.347739469,0.346753289,356.062.948.386.163,0.340626446,-304.373.627.792.401,0.007393933,0.742157159,0.015972327,0.083408093,1,0.1642053,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
318,ASV654,0.294656856,0.509069707,0.214412851,0.323251049,0.343268934,0.345092157,0.911541841,148.300.547.191.973,0.621320556,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
319,ASV655,-0.716638887,-268.425.010.661.213,-19.676.112.200.613,0.340440941,0.360172926,0.345527669,-210.503.144.888.065,-745.267.040.775.871,-569.451.131.570.682,0.079919823,0.000300841,0.001266516,0.741704892,0.003393676,0.01302056,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
320,ASV658,-0.469792226,-0.307811605,0.161980621,0.33100359,0.352405006,0.346892574,-141.929.646.762.411,-0.873459799,0.466947501,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
321,ASV659,-104.702.197.530.219,-0.301150743,0.745871233,0.33248979,0.353250242,0.34599161,-314.903.496.843.088,-0.852513903,21.557.494.800.509,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
322,ASV660,-0.385374471,-0.215829884,0.169544587,0.338118803,0.358365299,0.350336093,-113.976.054.457.526,-0.602262228,0.483948387,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
323,ASV661,-13.216.593.765.804,-119.774.724.011.941,0.123912136,0.332879347,0.352109286,0.345202273,-397.038.562.784.192,-340.163.491.306.611,0.358955158,0.007363714,0.014466778,0.731922098,0.083067201,0.148727337,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
324,ASV662,0.817487894,0.258753767,-0.558734127,0.332526758,0.351439608,0.352728949,245.841.236.643.261,0.736268084,-158.403.252.549.395,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
325,ASV664,0.581947881,0.223669176,-0.358278705,0.333411559,0.354611603,0.34616003,174.543.402.918.599,0.630744099,-103.500.888.088.457,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
326,ASV667,-154.591.287.708.353,-17.919.918.447.815,-0.246078968,0.332636274,0.372754979,0.365424794,-464.745.728.541.224,-480.742.563.881.517,-0.673405231,0.001650126,0.001342738,0.519666164,0.016964301,0.015146907,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
327,ASV669,-0.885445705,0.330549562,121.599.526.743.645,0.328440455,0.346343526,0.346336779,-269.590.938.990.503,0.954397982,35.110.197.436.739,0.024557668,0.364811819,0.006608023,0.252467867,1,0.074542543,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
328,ASV673,-0.391502905,-0.0384886,0.353014305,0.35439002,0.375698232,0.356137571,-110.472.327.759.727,-0.102445518,0.99123017,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
329,ASV683,0.17098297,0.237564216,0.066581247,0.341587594,0.365160704,0.356580808,0.500553805,0.650574428,0.186721341,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
330,ASV685,-0.194882197,0.035281986,0.230164183,0.32958655,0.348014934,0.349182821,-0.59129293,0.101380667,0.659150934,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
331,ASV687,-0.228977931,-0.108561712,0.120416219,0.332959013,0.354653719,0.346608068,-0.687706058,-0.306106228,0.347413202,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
332,ASV691,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
333,ASV692,-0.305032774,0.194849006,0.49988178,0.330146666,0.350698644,0.345517155,-0.923931104,0.555602393,144.676.399.376.758,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
334,ASV693,0.453974994,0.465242538,0.011267544,0.334914388,0.353536872,0.348612918,135.549.564.313.945,131.596.609.919.243,0.032321074,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
335,ASV694,-0.876208304,-0.377288089,0.498920215,0.330974988,0.351455644,0.345967595,-264.735.504.457.971,-107.350.129.498.273,144.210.100.168.355,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
336,ASV695,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
337,ASV696,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
338,ASV705,-0.540965351,-157.852.719.019.661,-103.756.183.906.723,0.339144861,0.355717114,0.348129589,-159.508.638.660.924,-443.759.135.555.259,-298.038.969.551.741,0.171577823,0.00678003,0.030786101,1,0.076482889,0.316499969,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
339,ASV706,-150.154.924.972.001,-0.083944164,141.760.508.581.594,0.323412362,0.354814643,0.355438152,-46.428.319.575.628,-0.236585962,398.833.124.058.628,0.000918021,0.817753754,0.002566203,0.010355839,1,0.026382139,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
340,ASV709,-0.624432096,0.01291625,0.637348345,0.327347381,0.351562143,0.34910088,-190.755.183.166.237,0.036739592,182.568.529.911.971,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
341,ASV710,0.646241978,114.715.362.433.557,0.500911646,0.335363503,0.351322115,0.354651766,192.698.958.967.182,326.524.740.871.483,141.240.420.736.686,0.090138409,0.011437183,0.195528782,0.926678027,0.129018426,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
342,ASV713,0.735435374,143.732.377.271.589,0.701888399,0.33712798,0.357066958,0.345332047,218.147.236.970.158,402.536.202.040.255,203.250.293.503.054,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
343,ASV715,-0.324015619,0.153319875,0.477335493,0.342164212,0.361891173,0.346289719,-0.946959403,0.42366293,137.842.814.023.765,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
344,ASV724,-0.766717912,-0.231178119,0.535539793,0.328162289,0.351320184,0.354730374,-233.639.859.729.468,-0.658026864,150.970.943.629.121,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
345,ASV725,-0.377363544,0.201807884,0.579171428,0.325828069,0.346453296,0.345865656,-115.816.769.481.094,0.582496649,16.745.560.520.927,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
346,ASV729,-0.389902145,-0.918611539,-0.528709394,0.327975274,0.351867584,0.348709822,-11.888.156.702.138,-261.067.395.820.564,-151.618.727.471.698,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
347,ASV730,-119.185.012.398.944,-0.11325033,107.859.979.413.702,0.369810665,0.393780894,0.355074943,-322.286.574.714.208,-0.287597321,303.766.800.880.887,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
348,ASV731,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
349,ASV732,-100.273.968.844.039,-0.518531116,0.484208573,0.333682049,0.353530148,0.349707778,-300.507.531.421.864,-146.672.389.532.676,138.460.910.331.982,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
350,ASV736,0.933565933,202.071.930.138.455,108.715.336.847.383,0.332036095,0.347959467,0.348830794,281.163.989.600.655,58.073.410.631.765,311.656.364.190.631,0.022785417,0.000401788,0.014302802,0.211462624,0.004532415,0.147041563,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
351,ASV738,-0.48992412,-0.629494421,-0.139570301,0.322811761,0.344798327,0.347675521,-151.767.741.889.464,-182.568.873.289.963,-0.401438389,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
352,ASV739,0.175115861,0.287875272,0.112759411,0.333123382,0.352777451,0.346118647,0.525678683,0.816025149,0.325782539,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
353,ASV746,0.242768577,0.219595603,-0.023172975,0.359046623,0.366560254,0.378127268,0.676147782,0.59907096,-0.061283532,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
354,ASV753,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
355,ASV755,-161.211.403.028.448,-0.308393694,130.372.033.644.182,0.335361,0.355138938,0.344945984,-480.710.049.439.642,-0.868374771,377.949.127.025.629,0.004853198,0.424899458,0.012896623,0.05474705,1,0.13258518,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
356,ASV757,0.780538639,-0.044843554,-0.825382193,0.338113554,0.363874428,0.353341726,230.851.034.780.149,-0.12323909,-233.593.185.499.029,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
357,ASV758,-0.591402354,-0.487086537,0.104315817,0.337210698,0.357966345,0.34637546,-175.380.661.751.026,-136.070.483.746.839,0.301163994,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
358,ASV759,0.715502072,0.241377031,-0.474125041,0.331341134,0.349143834,0.352439177,215.941.215.338.348,0.691339806,-13.452.677.000.153,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
359,ASV763,-0.639066187,-0.076841798,0.562224389,0.337394475,0.358315838,0.346915366,-189.412.167.260.324,-0.214452698,162.063.847.146.505,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
360,ASV764,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
361,ASV767,0.077099606,0.710457638,0.633358032,0.322738774,0.342155005,0.349167316,0.238891673,207.642.041.293.452,181.390.984.323.561,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
362,ASV770,-102.326.253.534.406,-0.815670739,0.207591797,0.332779096,0.365496136,0.382854367,-307.490.028.340.248,-22.316.808.827.335,0.542221311,0.008864853,0.043864925,0.596838604,0.100000975,0.450958282,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
363,ASV773,-0.482150027,0.312423336,0.794573364,0.334927429,0.357135074,0.347390371,-143.956.566.609.417,0.874804405,228.726.363.516.062,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
364,ASV775,-0.274276251,-0.464910719,-0.190634468,0.334163038,0.358411877,0.349388448,-0.820785723,-129.714.093.729.869,-0.545623271,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
365,ASV784,0.299742122,10.177.028.743.335,0.717960752,0.330772391,0.345150747,0.353089733,0.906188457,294.857.503.454.189,2.033.366.264.731,0.384256406,0.013243098,0.066862751,1,0.149390255,0.687390021,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
366,ASV787,-0.429173934,0.151771906,0.58094584,0.335821279,0.35569017,0.347333673,-127.798.314.590.111,0.426696936,167.258.715.701.377,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
367,ASV788,-159.141.942.275.304,139.101.618.684.931,298.243.560.960.235,0.332115806,0.352195562,0.344849423,-479.176.057.156.719,394.955.626.165,864.851.559.578.297,0.001369893,0.004238656,2.48E+09,0.014083337,0.039337322,0.000279906,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
368,ASV790,-151.218.057.422.046,-0.681816249,0.830364325,0.333884294,0.36215709,0.354111602,-452.905.572.979.712,-188.265.332.445.335,234.492.267.253.348,0.001926765,0.096510816,0.047052717,0.021735091,0.895679459,0.483730741,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
369,ASV797,-147.975.219.317.684,-0.618255991,0.861496202,0.364290378,0.356901445,0.371767563,-406.201.284.511.549,-173.228.771.941.117,231.729.792.548.283,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
370,ASV798,-0.800771181,-107.749.580.079.263,-0.27672462,0.327570379,0.344956206,0.348148838,-244.457.750.894.138,-312.357.273.739.125,-0.794845736,0.034577119,0.010808056,0.445158092,0.35547395,0.121921487,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
371,ASV807,-0.923321195,-0.994056233,-0.070735037,0.337890777,0.356948126,0.349366718,-27.326.025.391.682,-278.487.589.975.368,-0.202466445,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
372,ASV809,-0.69613346,0.227576635,0.923710095,0.351592445,0.36436518,0.352889851,-197.994.430.956.345,0.624583927,261.755.925.652.078,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
373,ASV810,-0.727592651,-171.922.534.837.482,-0.991632697,0.356347215,0.374174754,0.348896802,-20.418.081.594.025,-459.471.231.187.282,-284.219.486.173.534,0.075461761,0.001767633,0.021738444,0.700331342,0.019939984,0.223484509,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
374,ASV815,-0.160322935,0.737746936,0.89806987,0.341873775,0.392489989,0.377890287,-0.468953592,187.965.796.920.423,237.653.599.624.741,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
375,ASV817,-0.480499589,0.457148552,0.937648141,0.337105867,0.356284672,0.34814748,-142.536.703.115.087,128.309.912.779.329,269.324.982.732.883,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
376,ASV826,-0.969538501,-0.338614799,0.630923703,0.327044476,0.345712508,0.345553637,-29.645.463.307.114,-0.979469331,182.583.435.942.207,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
377,ASV828,-262.041.320.242.249,-341.154.232.623.201,-0.791129124,0.344229562,0.363920835,0.345951392,-761.240.025.172.695,-937.440.782.229.122,-228.682.162.323.977,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
378,ASV829,-0.067988582,0.123345224,0.191333807,0.331582257,0.350745331,0.345134694,-0.205042884,0.351666048,0.554374307,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
379,ASV835,-0.691925252,-0.211961733,0.479963519,0.33611098,0.364240153,0.35922516,-205.862.138.953.689,-0.581928518,133.610.774.611.486,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
380,ASV836,-0.1702449,-0.042136305,0.128108595,0.3341771,0.355342177,0.348628888,-0.509445141,-0.118579521,0.367464085,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
381,ASV839,-0.307886555,-0.40017756,-0.092291005,0.337576313,0.357197524,0.3454938,-0.912050234,-11.203.256.826.351,-0.267127818,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
382,ASV841,-0.469529005,-0.731703186,-0.262174181,0.336079163,0.354704997,0.346018705,-139.707.859.504.531,-206.284.995.141.739,-0.757687885,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
383,ASV846,0.718041599,0.267914566,-0.450127033,0.333015255,0.354017718,0.350202435,215.618.230.435.995,0.756782929,-128.533.381.825.954,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
384,ASV847,0.113169941,0.680223506,0.567053565,0.326817799,0.347466711,0.346646192,0.34627839,195.766.525.237.982,163.582.804.897.223,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
385,ASV851,-0.766156641,-0.675483523,0.090673118,0.333395985,0.359752139,0.35143796,-229.803.799.538.264,-187.763.587.745.309,0.258006045,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
386,ASV853,-10.168.157.410.062,-0.786515062,0.230300679,0.339570433,0.359326556,0.345577275,-299.441.777.325.701,-218.885.871.296.257,0.666423099,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
387,ASV860,0.7008244,0.707675995,0.006851595,0.330657098,0.356763241,0.35079635,211.948.996.332.233,198.360.120.705.974,0.019531547,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
388,ASV863,0.460172224,0.23952607,-0.220646154,0.347746725,0.367984674,0.346960718,132.329.707.360.355,0.650913169,-0.63593987,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
389,ASV874,-0.3012766,-0.061855572,0.239421028,0.338937112,0.360130386,0.346859412,-0.888886433,-0.171758824,0.690253803,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
390,ASV875,-0.696009529,-0.669973836,0.026035693,0.358998104,0.381273787,0.36473243,-193.875.544.572.731,-175.719.878.565.495,0.071382995,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
391,ASV880,0.336935806,-0.574366594,-0.9113024,0.323125826,0.343163411,0.344502184,104.273.870.670.823,-167.374.077.436.804,-264.527.321.480.296,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
392,ASV883,-0.947194529,-124.245.373.341.763,-0.295259205,0.354151789,0.363594596,0.360599025,-267.454.396.219.555,-341.714.025.978.696,-0.818802004,0.028163162,0.009126392,0.436609113,0.289534546,0.10295129,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
393,ASV886,-0.041771208,0.222645908,0.264417116,0.326796304,0.342611763,0.348281538,-0.127820319,0.64984899,0.759205088,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
394,ASV888,-199.611.510.817.199,-15.154.859.358.477,0.480629172,0.345223221,0.36900989,0.367826682,-578.209.977.268.938,-410.689.787.791.831,13.066.729.394.599,0.001170101,0.006308293,0.239170583,0.013199458,0.064853114,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
395,ASV894,-0.125822441,0.031319421,0.157141862,0.336290634,0.356174559,0.348140355,-0.374147918,0.087932786,0.451375026,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
396,ASV899,107.778.999.466.181,119.092.451.763.426,0.113134523,0.332319054,0.352614321,0.345177945,324.323.863.100.647,337.741.392.043.681,0.327757102,0.014189335,0.011800264,0.75268022,0.145875048,0.133114205,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
397,ASV904,-0.875547867,-224.051.821.109.628,-136.497.034.408.057,0.346007898,0.365681766,0.34615015,-253.042.740.215.226,-612.696.180.546.848,-394.328.976.830.112,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
398,ASV910,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
399,ASV914,-194.184.221.478.264,-0.407232685,153.460.952.937.088,0.344271305,0.364004043,0.345999591,-564.044.167.582.959,-111.875.868.761.381,443.529.289.589.054,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
400,ASV915,-142.167.712.238.723,-103.753.438.346.772,0.384142739,0.337197257,0.363688059,0.352272614,-421.615.862.364.285,-28.528.139.905.057,109.047.006.170.871,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
401,ASV918,-112.129.855.350.465,-105.513.607.203.925,0.066162481,0.348491642,0.360862248,0.35811179,-321.757.660.564.496,-292.393.033.099.294,0.184753709,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
402,ASV932,-181.400.259.139.274,-0.169020258,16.449.823.336.805,0.342728798,0.363726018,0.347135318,-529.282.219.525.271,-0.464691139,473.873.514.670.048,0.001842438,0.65853732,0.003195596,0.020783825,1,0.032852684,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
403,ASV938,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
404,ASV955,-107.507.506.167.213,-0.953133996,0.121941066,0.342950002,0.362743782,0.365476067,-313.478.656.929.953,-262.756.811.893.666,0.333649935,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
405,ASV960,-137.970.331.524.414,-108.141.150.533.482,0.29829181,0.336681964,0.354621326,0.346930872,-409.794.245.765.347,-304.948.243.533.437,0.859801863,0.009373667,0.02844111,0.429186505,0.105740708,0.292392025,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
406,ASV962,0.00692626,0.94541695,0.93849069,0.335679059,0.36632293,0.357942621,0.020633579,258.082.929.559.704,262.190.260.193.469,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
407,ASV963,0.282585611,0.534837622,0.252252011,0.336338851,0.358556952,0.364622964,0.840181293,149.163.924.625.567,0.691816027,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
408,ASV964,-0.357269425,0.676973548,103.424.297.325.249,0.336510771,0.355760457,0.345851816,-106.168.793.239.877,190.289.149.391.488,299.042.227.530.224,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
409,ASV968,-0.394062577,-0.259905991,0.134156586,0.336662507,0.358712549,0.347493714,-117.049.736.489.463,-0.724552267,0.386069102,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
410,ASV969,-0.645144427,-0.292032488,0.353111938,0.337611652,0.354967074,0.350143866,-191.090.687.215.561,-0.822703034,100.847.672.061.941,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
411,ASV971,0.225117463,-0.558269239,-0.783386702,0.333029934,0.350790744,0.348484768,0.675967654,-159.145.943.509.861,-224.797.975.136.805,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
412,ASV972,110.804.638.891.039,0.034717504,-107.332.888.475.218,0.334816532,0.366970414,0.36213864,330.941.360.975.818,0.094605731,-29.638.618.064.252,0.016216576,0.927708349,0.02515673,0.182932902,1,0.258626583,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
413,ASV975,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
414,ASV982,-0.564432968,-0.013272823,0.551160145,0.338862867,0.36700712,0.3540603,-166.566.780.490.961,-0.036165029,155.668.439.731.889,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
415,ASV990,-0.974895938,-0.837702507,0.137193431,0.340298105,0.360714292,0.346222947,-286.482.917.377.125,-232.234.354.239.473,0.396257476,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
416,ASV994,0.332317303,0.408423306,0.076106003,0.343143349,0.359270469,0.349073475,0.968450369,113.681.290.666.403,0.218022876,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
417,ASV995,-0.826405739,0.250472418,107.687.815.722.184,0.326623734,0.347508479,0.347348281,-25.301.460.175.521,0.720766351,310.028.353.424.137,0.03222765,0.489350546,0.012716636,0.331319969,1,0.143451445,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
418,ASV1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
419,ASV1011,-0.246183279,-0.266170225,-0.019986946,0.342242045,0.368105304,0.352163391,-0.719325058,-0.723081743,-0.056754753,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
420,ASV1012,-142.855.946.320.037,-0.082488981,134.607.048.186.394,0.341480695,0.36130949,0.348037619,-418.342.671.240.054,-0.228305604,386.760.053.741.656,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
421,ASV1013,0.204896445,112.048.875.760.787,0.915592313,0.337623798,0.357294909,0.345664828,0.606877969,313.603.337.379.572,264.878.645.014.039,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
422,ASV1015,0.235703527,-0.284308971,-0.520012499,0.331774085,0.347937943,0.348274628,0.710433811,-0.817125517,-149.311.048.272.937,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
423,ASV1025,-0.894889681,-176.399.982.394.018,-0.869110143,0.349386421,0.366544184,0.348759284,-2.561.317.863.009,-481.251.620.198.328,-249.200.575.424.235,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
424,ASV1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
425,ASV1036,-0.076983347,-0.913276471,-0.836293124,0.341912782,0.366860557,0.351161577,-0.225154926,-248.943.761.840.479,-23.815.052.061.487,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
426,ASV1049,110.978.855.713.352,16.619.267.739.327,0.552138217,0.337687763,0.356871591,0.345709933,328.643.403.324.468,465.693.212.300.394,159.711.412.596.345,0.030316859,0.009611549,0.185478642,0.311675868,0.108424153,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
427,ASV1050,15.341.318.286.047,0.676818414,-0.857313414,0.340368702,0.354528717,0.35041613,450.726.468.121.586,190.906.514.110.694,-244.655.808.057.254,0.006356876,0.114523521,0.058182214,0.071709457,1,0.598148782,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
428,ASV1054,-298.876.935.507.111,-134.919.460.962.719,163.957.474.544.391,0.359758366,0.367696227,0.373146471,-830.771.328.836.256,-36.693.186.156.623,439.391.732.696.787,0.000412795,0.01445363,0.007061935,0.004656583,0.134138532,0.07260102,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
429,ASV1063,-0.822838393,-129.834.444.236.855,-0.475506049,0.339842895,0.359401594,0.345922968,-242.123.170.680.259,-361.251.720.185.062,-137.460.097.562.135,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
430,ASV1067,-0.440140823,-0.440164472,-2.36E+09,0.34308805,0.366752027,0.356674164,-128.288.007.486.389,-1.200.169.159.352,-6.63E+08,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
