"taxon" "lfc_(Intercept)" "lfc_Soil.originSoilB" "lfc_Plant.conditionHealthy" "se_(Intercept)" "se_Soil.originSoilB" "se_Plant.conditionHealthy" "W_(Intercept)" "W_Soil.originSoilB" "W_Plant.conditionHealthy" "p_(Intercept)" "p_Soil.originSoilB" "p_Plant.conditionHealthy" "q_(Intercept)" "q_Soil.originSoilB" "q_Plant.conditionHealthy" "diff_(Intercept)" "diff_Soil.originSoilB" "diff_Plant.conditionHealthy" "passed_ss_(Intercept)" "passed_ss_Soil.originSoilB" "passed_ss_Plant.conditionHealthy" "diff_robust_(Intercept)" "diff_robust_Soil.originSoilB" "diff_robust_Plant.conditionHealthy"
"89" "ASV198" 0.20812572666912 -1.34152138463974 -0.112381522712291 0.129687273261303 0.222919930296574 0.199689296539979 1.60482768613519 -6.01795175000716 -0.562781904987041 0.15965392126899 0.000949527992718485 0.593971988814344 1 0.602950275376238 1 FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE
"90" "ASV199" -0.236904171238123 -0.605109611513099 0.635424180454951 0.219713840329346 0.26700391721592 0.24410304758235 -1.0782396360785 -2.26629488369551 2.60309810446175 0.322355083953857 0.0639924613327863 0.0404935760228668 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"91" "ASV203" -0.367634145275742 0.325786807208859 0.559571412077152 0.145842811336145 0.241339786548817 0.218195609954045 -2.52075602429524 1.34990923737707 2.5645401948967 0.0861195846757634 0.269865057969933 0.0828858241113208 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"92" "ASV207" 0.15642963287392 -0.617379358357888 -0.164156959137304 0.159871259318552 0.232023539905628 0.208821470218797 0.978472513075196 -2.66084794072617 -0.786111499767265 0.365628685287646 0.0374815729126719 0.461710275601269 1 1 1 FALSE FALSE FALSE TRUE FALSE TRUE FALSE FALSE FALSE
"93" "ASV209" -1.04096095356671 1.59948829457261 0.467845832003414 0.250151426944568 0.303801368342797 0.281327240304447 -4.16132326839528 5.26491471482714 1.66299513512137 0.00881277456117769 0.00328552299161412 0.157200145882855 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"94" "ASV215" -0.0121324717415445 -0.156955112160045 0.00698069391266241 0.13520096730468 0.232169886084857 0.208968530133559 -0.0897365749921266 -0.676035616878746 0.0334054793236131 0.931010170568888 0.520720216672888 0.974283818116948 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"95" "ASV221" 0.0889199844693316 0.588907698654285 -0.404817414540467 0.111762002989497 0.227702006821889 0.204482248362086 0.795619102117271 2.58630877643049 -1.97971910903307 0.470798562009409 0.0609205432637828 0.118839787928549 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"96" "ASV223" -0.382055057141096 0.733436548387638 -0.137911008584518 0.139453370244075 0.279764527948547 0.257007427125159 -2.73966169818924 2.62162095304137 -0.53660320297809 0.0408084727704738 0.0470057513224259 0.614547872318461 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"97" "ASV229" 0.215601609611807 0.447388008144619 -0.494365618532156 0.115495582611563 0.229773317204669 0.206561191962044 1.86675199809956 1.94708425498384 -2.39331315740566 0.120917066885083 0.109076643587464 0.0621324765242575 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"98" "ASV230" -0.0513274140539524 0.0920543112151509 0.0204390327254546 0.113165435095166 0.209009202541915 0.185819571567824 -0.453560877584121 0.440431857045578 0.109993971856697 0.663871473647817 0.672904222745134 0.915501194527401 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"99" "ASV232" -0.482104957491422 1.1895001960203 0.730807484485277 0.120311437529992 0.245587141212762 0.222476358595205 -4.00714152693288 4.84349542955015 3.2848770498576 0.057004372285653 0.0400814090258175 0.0815050706623926 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"100" "ASV233" 0.91883591968921 -1.11827457839087 0.0920927770969914 0.149101214611883 0.304654474025639 0.282190445974527 6.16249788495005 -3.67063238433438 0.326349734410585 0.00859983565297016 0.0349846629068882 0.765601016177626 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"101" "ASV244" 0.129227494982171 -1.53304258141849 -0.0228843044180835 0.125703289268806 0.226622994630055 0.20339992362827 1.02803590688728 -6.76472651824701 -0.112508913523028 0.351071736250786 0.00107248434415972 0.914797321802486 1 0.678882589853105 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"102" "ASV245" -0.745402739532811 3.27950576698647 -0.0626986087753989 0.114958447407119 0.234769835641772 0.211582295465859 -6.48410583428471 13.969025271162 -0.296332018883479 0.0974140955602554 0.0454960599039701 0.816597300763639 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"103" "ASV246" -0.0985123337237677 0.163923436685047 0.0944226589738189 0.159798574735222 0.305155210708115 0.282697109136324 -0.616478175021259 0.537180526279273 0.334006453982824 0.564561514020847 0.614177399536854 0.751928205683515 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"104" "ASV248" -0.0215353532221761 0.332599810359169 -0.289687626707648 0.17341356359185 0.253721854285293 0.230684054806419 -0.12418494133978 1.31088357089328 -1.25577655096597 0.9071593325146 0.260090337450192 0.277546012994295 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"105" "ASV249" 0.0500536943010175 -0.0208303009432917 -0.0892266502492692 0.137642529629063 0.235746197845769 0.212564373643622 0.363649915733957 -0.0883590112317289 -0.419762958015079 0.730989487301826 0.933021208709464 0.692085240709191 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"106" "ASV250" -0.0857184841718744 0.346794569078164 -0.037075400357182 0.137228091227225 0.218364810109916 0.195134099765658 -0.624642399419079 1.58814311199502 -0.189999597208826 0.555199359056675 0.163353183810005 0.855574518187505 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"107" "ASV253" 0.260766797379383 -1.75044886094789 -0.115092337467018 0.148766054716418 0.226434612240011 0.203211011728775 1.75286491180037 -7.73048273685513 -0.566368606149312 0.130173739926239 0.000245958201681154 0.591681426449682 1 0.158643040084345 1 FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE
"108" "ASV260" -0.0875114267321017 -0.0768718115703117 -0.0149779210617372 0.110771172834402 0.208994645650231 0.185805131339403 -0.790019862504548 -0.367817133932525 -0.080610911839553 0.4554407934629 0.723879439399988 0.938007694487815 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"109" "ASV261" -2.09187322336757 2.13016784076844 0.473264506238352 0.115848455961051 0.236611766149967 0.213435235860403 -18.0569797500872 9.00279760144435 2.21736820694353 0.00305293402973233 0.012114264021007 0.156883355097804 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"110" "ASV266" -0.123325699168424 0.76908325235688 -0.0222374443035556 0.108428475951662 0.217470697065426 0.194241329589704 -1.13739216645823 3.53649141118769 -0.114483587764395 0.298747383604714 0.0122708897000216 0.912589433384663 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"111" "ASV267" NA NA NA NA NA NA NA NA NA 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"112" "ASV270" -0.443153057648557 -0.342756792909574 0.616506382470467 0.221109889016967 0.289420618053254 0.266776316660893 -2.00422088590778 -1.18428602362568 2.31094870109526 0.115558381523079 0.301862784169228 0.0819468456823639 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"113" "ASV271" -0.864789979876272 1.05012350226999 0.588188718091714 0.111734487174696 0.227697943861495 0.204478172050969 -7.73968719724089 4.61191473432349 2.87653548636526 0.00448536180626558 0.0191780093917787 0.0637090253999577 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"114" "ASV272" -0.00759085294823756 -0.557716744699403 0.132998540103604 0.108485618901067 0.20870400818823 0.185516862542186 -0.0699710526162917 -2.67228573874058 0.716908092779761 0.946173676381109 0.0318938330517424 0.496648412361914 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"115" "ASV275" 0.261056029630627 -1.21756071603813 -0.300638890684632 0.154746559233026 0.228260247387848 0.20504238493691 1.68699085087582 -5.33409005716756 -1.46622802293846 0.142576717281811 0.0017712248386293 0.192945506476297 1 1 1 FALSE FALSE FALSE TRUE FALSE TRUE FALSE FALSE FALSE
"116" "ASV277" -0.763416932894839 0.812644855580032 0.29063108296459 0.153378550247637 0.313337275751652 0.290975721454475 -4.97733830227413 2.59351477933997 0.998815576474343 0.00761170641233719 0.0604595734885001 0.374409770180196 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"117" "ASV279" -0.322237795349236 0.593383957215249 0.383982979100554 0.143094373310493 0.246347978967267 0.223243555435485 -2.25192499113874 2.40872265200963 1.72001820321985 0.0590302644977129 0.0468618263574633 0.129113499754006 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"118" "ASV281" 0.0620740043541589 1.13973244722255 -0.906086074760788 0.223685832757182 0.368437067489043 0.34669054115653 0.277505301024326 3.09342503182433 -2.61352984058395 0.795144022415993 0.0364528969712342 0.0592000650698874 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"119" "ASV283" -0.614411405510569 0.912185573724259 0.298526213255795 0.120575666171478 0.224023276151016 0.20079424718441 -5.09565010104754 4.07183391563895 1.48672692291641 0.00700380265164291 0.0152000201514199 0.21128808599047 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"120" "ASV284" -0.372631028387688 0.545380198247344 0.100713729508945 0.116208733946042 0.234548102883692 0.21135930344339 -3.20656645791105 2.32523815602033 0.476504832615138 0.085034984728825 0.145614023561404 0.680697986423012 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"121" "ASV287" 0.236284228652493 -2.30746866084582 0.0612362332769231 0.114080242342953 0.216059148058873 0.192832899712037 2.07121078812372 -10.6798007933321 0.317561128668234 0.0837470159189218 3.9759486716337e-05 0.761578614639315 1 0.0260027043124844 1 FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE
"122" "ASV293" 0.0782937226428986 0.66590662789454 -0.331062370148549 0.131485709354093 0.234369564096601 0.211179761346427 0.595454236262682 2.8412675104011 -1.5676803877312 0.593469443602932 0.0655781383361831 0.214951813620935 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"123" "ASV294" 0.190556359338333 -2.06377185509041 -0.00449725634804568 0.106717050532405 0.212477894483945 0.189265540445782 1.78562243228855 -9.71287794479889 -0.0237616226252976 0.124404584823035 6.83705211610369e-05 0.981813293210943 1 0.044440838754674 1 FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE
"124" "ASV297" -0.438173682131415 0.998773215591758 -0.0420412778298635 0.181777485421203 0.304282828741733 0.281814401196489 -2.41049479321439 3.28238441755611 -0.149180729059162 0.0735153921195398 0.030432443222018 0.88863019078316 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"125" "ASV304" -0.337277831059578 0.669520124842114 0.383608583470491 0.136903487886266 0.236016369981807 0.212836175714606 -2.46361751820214 2.83675291207014 1.8023655150846 0.0432354709838459 0.025161420926817 0.114487374231125 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"126" "ASV306" -0.0244535748053005 -0.0954828990402304 -0.0111371660995426 0.122259833710869 0.213701703163935 0.190483582333836 -0.200013152832602 -0.446804576784226 -0.0584678530458542 0.848077154928495 0.6706912948307 0.955274599178249 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"127" "ASV307" -1.57013793299432 -0.20391331576009 2.28098283442079 0.114472491292641 0.233763414961401 0.210570277773839 -13.7162903966192 -0.872306369214188 10.8324064466053 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"128" "ASV308" 0.200944340046169 0.21301162010579 -0.521730485834388 0.114579320532619 0.233984702982129 0.210792770137819 1.75375747658552 0.910365581129716 -2.47508719342354 0.329910812122815 0.529848330895235 0.24444441406925 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"129" "ASV316" -0.124015054469517 0.116753443969954 -0.196976391727596 0.113027964442157 0.226503885756852 0.203280478245836 -1.09720682913814 0.515458900759377 -0.968988234518929 0.334167213610579 0.63341190763858 0.387422366712211 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"130" "ASV321" NA NA NA NA NA NA NA NA NA 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"131" "ASV323" NA NA NA NA NA NA NA NA NA 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"132" "ASV324" NA NA NA NA NA NA NA NA NA 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"133" "ASV326" 0.114650933052828 -1.37026957506617 0.100611376931258 0.158381742947853 0.23140600643793 0.208201003585424 0.723889830474821 -5.92149528077922 0.483241555989796 0.496375618909034 0.00103343075031019 0.646051901003381 1 0.655195095696659 1 FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE
"134" "ASV328" 0.0259427123937173 -0.30435749669225 -0.0562807267627744 0.137661277308433 0.234494025401637 0.211304921062951 0.188453230283431 -1.29793284144853 -0.266348395861578 0.857931456151798 0.250956617230242 0.80060578645357 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"135" "ASV330" -0.157944165137363 -0.568508909631975 0.497897823231126 0.186961742176843 0.296479909704539 0.273919037848026 -0.844794038065642 -1.91752928621211 1.8176824332574 0.426153552195357 0.0966806267339933 0.111948016381634 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"136" "ASV333" -0.884408760345463 0.900908498823042 0.230655567219272 0.119919470338575 0.245017453397833 0.221901980509031 -7.37502223657647 3.67691560878418 1.03944798820705 0.00515415709761966 0.0348319113821411 0.375010161375906 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"137" "ASV334" -0.0696845093428484 0.432548386903018 0.0328629478006987 0.123746147776553 0.216663582967066 0.19343584554188 -0.563124675756995 1.99640558408363 0.169890682405003 0.593752864360061 0.0928878165238354 0.870679669945198 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"138" "ASV335" -0.606110669843785 0.710409176943102 0.291826680512006 0.115785426496527 0.216589512990223 0.193361945529816 -5.2347751196647 3.27997956657841 1.50922499105186 0.00336838218388425 0.0219550218387356 0.191619451744071 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"139" "ASV338" -0.0640782191355345 0.00206260490753157 -0.00966058454007026 0.119409472383236 0.243966070268548 0.220842106794035 -0.536625929724236 0.00845447444909507 -0.0437443052881218 0.619981513496773 0.993659238584859 0.967204843770297 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"140" "ASV339" -0.455628160981275 0.11008969510283 0.556476080880426 0.135909554303083 0.243600591185451 0.220473727940591 -3.3524365767929 0.451927044048182 2.52400177598655 0.0786264277141062 0.695603900459564 0.127607844771612 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"141" "ASV341" 0.221681996477678 -0.358718632845065 -0.323840624743015 0.13023392262687 0.264418560278054 0.241489754074272 1.7021832100751 -1.35663182065528 -1.34101186190871 0.163935014126246 0.246412771775383 0.251001739116528 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"142" "ASV342" -0.693362135234965 1.71954389328593 -0.24302004134316 0.141733908844713 0.251728785645833 0.228672161549464 -4.89199896402088 6.8309386583433 -1.06274432224926 0.128366434701897 0.0925392007009048 0.480641341197606 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"143" "ASV344" -0.00853502161717882 -0.59128679460301 0.0719879519837479 0.116556900426726 0.234730208154935 0.21154244185682 -0.0732262232946421 -2.51900596540488 0.340300278997781 0.944465215151313 0.0532392165294912 0.747461481517257 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"144" "ASV345" -0.399818632232338 0.593982265510121 0.285927742595243 0.170896728409378 0.258724141163498 0.235735813120935 -2.33953356482392 2.29581307271501 1.21291601309878 0.057880853067181 0.0614522037067267 0.270744325661601 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"145" "ASV348" -0.631089554203632 -0.59759324225582 1.00725674008735 0.152848845877285 0.312262559674226 0.289888363599771 -4.128847362775 -1.91375246164405 3.47463667592399 0.0539562984521441 0.195763776205153 0.07377923728682 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"146" "ASV349" -1.28871993803808 0.342246066831975 1.02979191196844 0.113032605484688 0.230778345135622 0.207570493709689 -11.4013114402875 1.48300771734387 4.96116713683171 0.00760525710128463 0.276307044400183 0.0383091637081683 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"147" "ASV351" NA NA NA NA NA NA NA NA NA 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"148" "ASV354" -0.294127183571444 0.289209697503298 0.778154684763521 0.153720666799995 0.250825923857638 0.227760958558247 -1.91338737786071 1.1530295316183 3.41654113896135 0.195817975860698 0.368094093869618 0.0760283103441251 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"149" "ASV355" 0.0444869166739962 1.11346166892436 -0.575877207015452 0.113854148640328 0.232482079257568 0.209282269374825 0.390736018013126 4.78945161055078 -2.75167699937377 0.762862468324524 0.131038694625286 0.221909899538671 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"150" "ASV357" 0.257102052580983 -1.34014209603381 -0.239457167579148 0.152173469731374 0.227257605149767 0.204036425376115 1.68953269603983 -5.89701759441948 -1.17360009193329 0.151912974439844 0.00199457995666021 0.293410624183116 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"151" "ASV359" -0.0977593727416058 0.501831444834162 -0.0899468424561126 0.128134722163586 0.243674425991799 0.22054814637355 -0.762942090097946 2.05943419294666 -0.407833137276821 0.488010939146701 0.108522163293163 0.704281184821287 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"152" "ASV362" -0.456593942196326 1.55816624077911 -0.334896461433796 0.114472491292641 0.233763414961401 0.210570277773839 -3.98867830201299 6.66556929379387 -1.59042607994984 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"153" "ASV364" -0.0902274512652245 0.486668922681886 -0.113289432761196 0.164737747577639 0.256169694839904 0.233155732182039 -0.547703562735076 1.89979116376757 -0.485895979056367 0.607447602367098 0.115894359013495 0.647585866638526 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"154" "ASV365" NA NA NA NA NA NA NA NA NA 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"155" "ASV370" 0.246638432997684 -0.385298581010288 -0.3956219304121 0.128903696658159 0.233840688909168 0.210647970572543 1.91335422793768 -1.64769691197733 -1.87811887926951 0.113895200643926 0.160331046607038 0.119164233553489 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"156" "ASV373" 0.429768638666679 -1.75627947477292 -0.113058148963277 0.159823485978611 0.259588644323956 0.236609152568556 2.68902055311317 -6.76562520424106 -0.477826608717169 0.03609971828502 0.000509117624150681 0.649683667777488 1 0.324817044208134 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"157" "ASV375" -1.63022418691606 1.9610692759782 0.252872361074833 0.137229204742113 0.280491440989109 0.25774274650894 -11.8795717717642 6.9915476531576 0.98110369544798 0.00701151806585427 0.0198504363992136 0.429991926276012 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"158" "ASV379" -0.559447722845705 -0.0505476135898516 0.927154040117472 0.168349888618534 0.261106120589022 0.238142321483676 -3.32312499542761 -0.193590305259113 3.89327707205133 0.0159423028384842 0.852884130876871 0.0080462030127847 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"159" "ASV382" NA NA NA NA NA NA NA NA NA 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"160" "ASV383" -0.914094963371542 0.0122140748980144 1.76790659582852 0.114906754192221 0.234662802353566 0.211474652492632 -7.95510211560242 0.0520494717335365 8.3598983376512 0.0796090283199044 0.966894151794261 0.0757914948144679 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"161" "ASV390" -0.0478057679601649 0.776608174817232 -0.143521433192279 0.134107101911167 0.217408846171164 0.194179589390153 -0.356474543695915 3.57210936212694 -0.739116987748443 0.73368573267218 0.0117542663505407 0.487732102010692 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"162" "ASV393" -0.00868694311081827 -0.707647030029951 0.151106411969638 0.118026032036032 0.211876626530638 0.188667517553458 -0.0736019246005511 -3.33990134550128 0.800913765809331 0.943719536074515 0.0156136276786987 0.453719982752826 1 1 1 FALSE FALSE FALSE TRUE FALSE TRUE FALSE FALSE FALSE
"163" "ASV394" -0.132335418172437 -0.254203695939681 0.15786721533223 0.111199033868599 0.226970089442127 0.203748032452438 -1.19007704984932 -1.11998764491168 0.77481590095395 0.356130081025353 0.379160110713152 0.519510962879929 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"164" "ASV397" -0.0807924631793561 0.150624485523421 -0.0606337176944688 0.11591375758937 0.23674684800426 0.213571162581373 -0.697004953161532 0.636225938352137 -0.28390404847549 0.61248124544062 0.639271372640494 0.823894899914529 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"165" "ASV399" NA NA NA NA NA NA NA NA NA 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"166" "ASV401" -0.0514216986097823 0.133789172023904 -0.00844895746430243 0.12838552576781 0.216813827263555 0.19358575569898 -0.400525669091236 0.61706937104741 -0.0436445204028352 0.702641301634136 0.559861130140561 0.966603992126156 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"167" "ASV402" -0.526994004191068 0.65133429754038 1.06332481734856 0.24143872902175 0.268165413367355 0.245277252955906 -2.18272356852738 2.42885273444316 4.33519539433081 0.117049686570474 0.0934258057041354 0.0226430835336125 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"168" "ASV404" 0.0197689213274066 -0.447215481202261 -0.00821864850265077 0.139658075454732 0.223433189053202 0.200203230253096 0.141552296657664 -2.0015624495955 -0.0410515279511764 0.892960211235485 0.101736289899688 0.968843631133469 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"169" "ASV405" -0.120769164262304 -0.819792756284528 0.30381218109533 0.137732884608152 0.228464035476239 0.205246895350635 -0.876836091873705 -3.58827924305745 1.48022790101799 0.420700718945647 0.0157366213485827 0.198888440891369 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"170" "ASV408" -0.40824267678912 -0.0506849658386973 0.512585976609663 0.21348709848445 0.253770408095314 0.230733073977168 -1.91225924042832 -0.199727644444897 2.22155397045672 0.114055269000988 0.849562412252785 0.0769777201920697 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"171" "ASV413" 0.0821484332210787 -1.16835608473093 0.0797445455124181 0.114787903355948 0.211687827137962 0.188479794769791 0.715654096114495 -5.51924076375671 0.423093337987863 0.501093424230422 0.00148797304074339 0.686972437540104 1 0.936378151236188 1 FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE
"172" "ASV417" 0.412902385021905 0.0660931071991492 -0.844799144162038 0.122501755453257 0.249050808262349 0.225969805838399 3.37058341322674 0.265380014866393 -3.73854878985996 0.0778781374455198 0.815567140491362 0.0646829029879883 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"173" "ASV418" -0.11646372589771 -0.575884496893233 1.73681633935969 0.119095704603345 0.232425239755982 0.209225146019398 -0.977900305351892 -2.47771927652023 8.30118354511108 0.431250356431721 0.131511445990528 0.0142033204136468 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"174" "ASV420" -0.880983911148422 -0.0833274611950765 1.13015197842854 0.130257756860868 0.266216140951151 0.243306705589383 -6.76338923976274 -0.313006795520962 4.6449684799721 0.00249292396618633 0.769916432714133 0.00969787605126518 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"175" "ASV421" 0.165763793601875 -0.589548698211675 -0.315442636413152 0.124300329747108 0.221134124940411 0.197902153207424 1.3335748500356 -2.66602315843627 -1.5939323109968 0.230734876476823 0.03722355826145 0.16206046791507 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"176" "ASV423" 0.0902653899715413 -1.53632743245141 0.0543807322061645 0.112084234100312 0.210143938322811 0.186945780272337 0.805335297119096 -7.31083392037411 0.290890396814221 0.451352465401408 0.000334233506900727 0.780928549408694 1 0.214577911430267 1 FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE
"177" "ASV428" 0.621454273455385 -0.291178373595996 -0.657783153438655 0.112581669819375 0.229842522302586 0.206630679760386 5.52003069818061 -1.26686032975509 -3.18337603206569 0.11409166564948 0.425398923934856 0.193768533767981 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"178" "ASV431" 0.183533695023253 -0.385529239960343 -0.337538421184768 0.166798939656374 0.247743792837088 0.224651307590304 1.10032890737408 -1.55616104664168 -1.50249925008376 0.321320505284937 0.180396162161187 0.193282244982707 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"179" "ASV432" -0.227646243976009 0.479937090124754 -0.0957822985495841 0.114472491292641 0.233763414961401 0.210570277773839 -1.98865457897695 2.05308897546693 -0.454870932223673 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"180" "ASV433" 0.0170727162806514 0.143270462601471 -0.182324379879129 0.115008130525646 0.224691689162067 0.201463907360984 0.148447907140307 0.637631338906051 -0.904997735164738 0.889172273029366 0.558384893068222 0.416647183424179 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"181" "ASV434" -0.0826265371943702 0.0414307955806093 0.111595806125342 0.122464104247384 0.23444723469015 0.211257867242281 -0.674700049472946 0.176716930081795 0.528244498451545 0.548208524136803 0.870987615658147 0.633911951317785 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
