"","Kingdom","Phylum","Class","Order","Family","Genus"
"d1de6698cb4fbb1b12e26bfe729e9bd3","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"f927dfa0219379dd4a2b3d9f58887aac","Bacteria","Proteobacteria","Gammaproteobacteria","Beggiatoales","Beggiatoaceae",NA
"016d833cd9239024043682b8f9a41fc1","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella"
"b8eedcf48103b8361b50e1f5b436e88b","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"1f5c993e48cbd1c47659329007853c60","Bacteria","Desulfobacterota",NA,NA,NA,NA
"dbe2c4506cf50949bca32b4c715850cb","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"59846560b274be733bc64bd7d6f2f541","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"e200f02e7699ead8732e3d83bc86df14","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"40c5354504bf9a1fe40ab1f6f9615021","Bacteria","Deinococcota","Deinococci","Deinococcales","Trueperaceae","Truepera"
"1f731b5631e2a611a0da5ba043694220","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"c7a3e786d325b9a4a30be1b6e95b0935","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"830d20988341694f67175861cc4282cc","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA
"c35792ccee9c99b63047837215609753","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"d3e20158f63043b2706261058af67524","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae","Caldicoprobacter"
"574b819d99611fc0d06274311846d6f9","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Thermotaleaceae","Anaerosolibacter"
"55303cf49ee363f0b168d8960e7135e0","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"cda190abd2fc92850edb9a83f6e390f7","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42"
"d45bf38b060e62593ced683daa887b41","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,NA
