"","plant-b1","plant-b2","plant-b3","plant-b4","plant-d1","plant-d2","plant-d3","plant-d4","plant-f1","plant-f2","plant-f3","plant-f4","plant-k1","plant-k2","plant-k3","plant-k4","plant-m1","plant-m2","plant-m3","plant-m4","plant-p1","plant-p2","plant-p3","plant-p4","plant-r1","plant-r2","plant-r3","plant-r4","plant-s1","plant-s2","plant-s3","plant-s4","plant-t1","plant-t2","plant-t3","plant-t4","plant-v1","plant-v2","plant-v3","plant-v4","plant-x1","plant-x2","plant-x3","plant-x4","plant-y1","plant-y2","plant-y3","plant-y4"
"95de5409e7e9602a33356befe595a0c9",330,331,310,377,0,0,0,0,0,0,0,0,186,135,266,271,265,238,301,262,132,535,293,184,0,81,0,0,0,0,0,0,0,0,0,21,0,0,0,0,62,23,0,51,15,110,108,0
"d2d3b686d3e5add7eb66bf8c77bfd02b",361,305,326,353,0,0,0,0,0,0,0,0,272,174,214,232,224,288,291,289,223,540,339,260,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746e6107d9a62666fcf54d654db64393",0,0,0,0,0,0,0,0,0,0,0,0,308,216,386,544,0,0,0,0,435,1028,720,507,156,82,128,125,15,0,0,0,36,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0
"968c0d07679c2174016331bb35ce0379",669,428,497,574,0,0,0,0,0,0,0,39,25,0,0,33,402,500,444,439,0,0,0,33,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,92,62,0,0,0,122,232,108
"7ed8b8db7066fb8ac0238499b1f75c0f",215,102,126,190,89,92,57,71,100,0,0,67,211,93,225,192,114,89,138,109,142,386,194,172,73,0,0,0,131,150,161,179,0,0,0,0,294,132,110,214,0,0,36,0,0,0,33,0
"305bf5a0754065c77da905d8fe2a6e93",0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,59,0,0,113,2692,0,28,0,0,0,0,83,0,0,0,0,1537,0,0,0
"b4a9b9276ae62a73c9bf8335a9465a07",300,223,242,219,0,0,0,0,0,0,0,0,209,165,415,283,134,215,195,214,207,527,370,166,119,138,77,143,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,34,0,0,0,0
"cf8ee90659990cf7d5819daffd139f25",150,121,169,222,200,95,173,237,106,244,0,129,104,0,0,0,155,176,200,161,144,176,306,105,145,54,0,49,0,0,0,193,0,0,18,0,249,162,0,0,0,35,207,0,0,0,148,0
"a8885ab6265d639e76f00499a3e9e136",395,541,454,559,0,0,0,0,0,0,0,49,119,102,0,0,341,407,481,434,0,135,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,41,0,104,159,0
"1e0dca28577cb126f794859563deae9f",0,0,0,0,180,157,128,126,695,434,135,76,0,0,0,0,0,0,0,0,0,0,0,0,147,126,102,331,90,72,89,93,63,95,0,62,125,87,131,67,90,0,0,0,268,292,0,228
"084c2523d5a1c4b3aa5600c52dc6b035",119,108,103,114,0,0,0,0,0,0,0,0,260,191,193,306,159,103,100,81,270,995,500,202,138,143,135,175,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"8eb7c1c9a04c0259118a4b49a5d49214",146,110,108,228,116,0,0,0,39,0,0,0,135,91,146,249,106,76,107,114,140,776,210,153,53,0,83,0,91,0,118,159,0,0,68,0,100,117,235,219,0,0,27,0,0,0,52,0
"c0edc0e0b1a8ca70c465240e4c0c50d8",498,375,460,595,0,0,0,0,0,0,0,0,53,0,0,55,330,370,539,340,0,115,79,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,102,0,79,165,0
"2efaf777b54ad33d148b25af86eaa938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192,0,173,501,0,0,0,0,63,227,1080,114,0,0,0,0
"74c8d0a6e8fc071ab31368eccdef35c4",81,0,70,81,120,0,90,0,0,0,0,0,169,101,157,241,87,64,74,0,127,386,217,165,97,0,110,0,155,177,191,177,0,51,208,0,255,151,140,366,0,0,0,0,0,0,40,0
"1c725fef5d39f5a8bdf9993103e03680",109,134,100,146,0,0,0,0,0,0,0,0,277,194,204,370,140,97,109,73,259,1061,539,221,95,0,89,0,0,0,0,0,32,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
"9be07f16a7b445456e5990e353d10dda",0,0,0,0,123,124,118,195,163,72,105,100,0,0,0,0,0,0,0,0,0,0,0,0,235,153,143,309,121,144,97,108,124,103,83,135,145,87,175,125,87,58,101,108,203,191,92,170
"f9de5c935f472014b4d3f25d09596c4f",98,0,0,0,0,0,0,0,70,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,1039,173,71,0,0,0,0,0,0,0,391,0,19,0,0,54,0,103,139,0,0,1180,363,178
"ae3b1d1a9e68a6ea2adeb211f96422fe",258,125,0,120,0,0,0,88,0,0,0,0,0,135,57,166,142,0,0,143,105,108,94,0,87,0,68,421,0,0,0,355,157,0,98,106,0,754,49,0,0,0,0,136,0,160,153,155
"bf9d00afd66382ab5e3e72a6c6ff27ef",0,0,0,0,0,0,0,0,0,0,0,0,87,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,200,3538,0,0,87,0,0,0,0,77,0,0,0,0
"e5a1c64c051e1992991c08c16c45a193",398,92,154,65,95,0,144,122,0,81,37,357,0,0,0,99,146,0,140,55,0,82,0,0,272,104,107,0,0,0,11,0,0,0,73,0,0,134,24,97,246,0,162,170,14,0,402,318
"37b8a507383c91203f77c60edcf5ee29",345,244,242,338,0,0,0,0,0,0,0,0,259,143,194,263,195,266,247,226,209,447,314,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e843272534f1a915bf211f5a4ea91521",216,128,157,219,0,0,0,0,0,0,0,0,212,167,241,215,66,119,140,175,214,850,348,182,178,0,112,131,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,26
"7993993315a6a3a413f467cdf73c03d5",503,418,469,537,0,0,0,0,0,0,0,0,0,0,0,0,368,358,526,385,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,78,69,0,67,103,94
"d4e4a4cf63c9159c9315f5bf70dc271e",255,280,289,353,0,0,0,0,0,0,0,0,200,122,177,212,229,231,291,268,159,304,278,246,83,0,61,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a2de06fd66f34967f9ba92ce778be99",0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,288,0,0,332,0,0,0,0,94,215,79,1106,0,0,0,0,345,0,1206,162,0,165,59,0
"339cacf9eece12081f5cf59832b526ed",305,216,241,307,0,0,0,0,0,0,0,0,140,115,198,239,227,193,247,205,119,385,214,137,140,0,86,84,0,0,6,0,17,0,0,0,0,0,0,0,0,0,63,0,0,0,0,94
"42900dc82d437022db75bb4e071959cc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,1054,1062,350,179,0,0,0,2,331,210,532,211,0,0,0,0
"4ccae03e70392ba1faa6dc7dc8f196b5",0,54,56,81,0,0,77,0,0,0,0,0,83,84,63,69,92,72,246,100,103,127,79,64,329,110,220,66,0,72,0,0,0,0,417,0,0,130,80,75,60,99,300,399,32,0,130,0
"ea60b0b67afafffc904a0a93f7298865",346,239,284,384,0,0,0,0,0,0,0,0,96,128,158,114,294,259,405,291,109,138,153,128,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,97
"9f65c193d9b18bee6082e1936e6d6a6a",427,56,0,104,86,0,93,0,106,0,79,207,0,0,0,124,54,0,19,0,0,0,45,0,81,0,0,0,386,433,0,0,0,0,797,0,0,0,0,267,0,0,64,212,0,0,142,129
"57f49fbb8396f06523f3dd9304d6d15a",621,327,486,555,0,0,0,0,0,0,0,0,0,0,0,0,357,458,492,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,104,39,0,0,0
"21dc3fdeb2c85a2f8b69eaa07c99ca47",182,167,189,91,145,0,0,0,0,0,0,0,207,136,127,182,182,196,162,0,185,185,116,206,154,66,133,0,0,184,90,311,0,0,0,0,143,0,0,146,0,0,0,0,0,0,0,0
"39c587c75b00cd31e5bd7d1851d85596",0,0,136,133,0,0,0,0,0,0,0,0,0,196,242,163,81,0,0,0,0,115,177,0,217,96,150,1850,0,0,0,0,98,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0
"100efe983a5c39111a99d1e6d4d8d628",619,351,451,532,0,0,0,0,45,0,0,0,0,0,0,0,389,421,437,385,0,65,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0
"e282507e44924cee4ea28624c8bc70e4",0,89,181,188,0,0,0,57,27,0,0,0,148,188,117,222,0,162,136,94,212,155,235,204,264,129,185,233,0,0,0,0,0,0,171,0,0,137,0,181,0,0,45,0,0,0,0,52
"52bfa07a51c6e677f7ed2365444560c3",83,0,0,0,0,0,0,0,71,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,866,125,0,0,0,95,0,0,0,0,342,0,0,0,47,0,0,0,103,46,0,1112,326,172
"9fd5cca3377b668197202d0353894227",0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,64,0,0,0,0,0,139,0,0,200,481,118,0,0,239,0,0,0,0,240,164,0,0,78,0,146,1605,0,157,0,0,0,0
"f9b6f840066ec667108f72578a71e730",849,71,0,56,0,0,167,58,89,0,0,41,0,0,87,157,0,0,79,64,122,47,0,114,80,117,116,0,0,529,144,111,0,0,102,0,0,0,0,0,0,0,120,0,0,68,180,132
"de80906a5aba89801d0b20fb38e35350",0,0,0,0,111,109,117,163,136,86,94,97,0,0,0,0,0,0,0,0,0,0,0,0,203,143,166,205,119,122,73,121,120,114,91,90,157,72,120,130,128,0,0,74,140,171,79,134
"6c7093ebf0106ce47c2df9abbbb55057",67,0,0,42,0,0,57,0,0,89,0,64,188,117,128,250,0,0,0,107,122,304,192,138,78,0,88,0,102,132,180,191,0,0,191,0,234,145,123,337,0,0,0,0,0,0,0,0
"15a39661391a37851083d48e2c8c50f8",436,112,0,90,0,134,64,0,761,377,0,181,0,16,17,88,144,0,73,81,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,57,72,84,0,39,125,277,231
"48b6f6e399904ecb9099369bb81b39a3",0,0,0,0,0,323,0,1518,0,65,102,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,88,0,0,0,0,0,0,0,0,0,441,0,0,0,0,203,0
"fd588a51a48b71639db28c8e18ab39da",254,188,225,213,0,0,0,0,0,0,0,0,231,151,365,208,99,190,177,186,148,425,278,145,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,83,0,0
"b6287cba97be49eff5fb015707e8b9ad",489,238,364,507,6,0,0,0,21,0,3,0,0,0,0,0,319,369,387,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,75,0,117,184,90
"b078723a4f278931f90b9d96540459ca",390,441,420,489,0,0,0,0,0,14,0,0,98,39,0,0,309,355,425,341,0,106,49,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,0,0,0,0,0,0
"c65756164f51c4acbfc49a38dd0297b6",513,0,97,0,0,0,41,0,108,53,0,0,0,0,0,66,0,0,0,0,0,0,133,0,0,0,208,0,197,138,0,934,0,141,133,0,0,0,125,0,0,145,97,200,42,0,193,0
"8ef3758d1941ed5e9ef1cc3ffc7cd54c",207,193,289,408,0,0,0,0,0,0,0,0,93,94,106,108,246,179,348,304,107,309,137,117,43,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,55,0,0,84,0,56
"702515a93329505f3f392f480468a82a",0,0,0,0,0,0,0,0,0,0,0,0,381,170,260,417,0,0,0,0,312,753,504,352,149,38,94,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9c1c9458409a3e123d5533ed1783f91c",88,70,101,145,118,193,62,160,181,0,0,180,94,95,44,89,89,84,103,115,92,76,245,110,76,0,173,24,0,0,161,0,0,0,0,0,84,117,102,0,29,0,0,0,0,43,85,31
"6d54f126840cf314aad1257a070dafc7",398,322,379,460,0,0,0,0,120,0,0,89,0,0,56,57,275,346,359,269,54,103,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
"1f18852b7e5b9aee213e1bc9aaacb474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,76,0,0,0,0,0,0,0,0,0,0,0,188,2785,104,0,0,124,98,0,0,0,0,0,0,0
"99662899bed946d0729e240473f79b47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,279,0,0,0,0,64,155,46,926,0,0,0,0,313,0,1083,149,0,149,0,36
"3f4e020f11e13b76bc6f3bd1097aa3a9",0,0,54,68,63,243,77,80,0,0,109,444,0,0,0,0,0,0,0,127,0,0,0,0,110,0,101,0,0,0,0,0,15,0,253,0,102,93,33,206,136,262,142,0,0,0,308,384
"368100c490ded71c12b8c05e2ea37fdc",95,0,0,0,0,0,0,60,0,0,0,0,0,113,144,163,0,0,0,0,0,149,168,0,62,0,66,0,0,0,0,236,655,167,514,0,0,132,0,0,228,304,0,92,0,0,0,0
"895a68f22f2a3e643b2125711123b2b7",179,72,147,0,0,0,133,223,137,0,116,122,0,0,135,109,0,124,129,131,0,129,133,53,317,0,193,0,0,0,0,0,0,0,174,0,0,69,0,93,0,70,81,70,0,0,207,0
"47edf6a925a0d9dbafe3d0b9367523cf",356,0,0,97,0,72,0,0,110,0,0,357,0,33,0,115,144,36,117,0,0,0,30,0,254,101,91,0,10,32,0,0,0,77,53,0,50,0,0,47,0,159,128,67,0,109,406,269
"ff7b0aceeb0595313a0b85fb52712c6d",0,0,0,0,122,147,99,141,164,90,77,109,0,0,0,0,0,0,0,0,0,0,0,0,178,112,111,199,0,73,95,75,97,94,115,68,146,74,0,113,95,64,115,63,107,153,88,122
"7ae09b69b3b0bdf376b39f0bf35fb40b",205,99,145,179,0,106,242,0,135,166,194,191,0,58,0,75,106,202,153,271,0,75,140,55,24,13,0,0,0,0,0,0,0,0,0,0,0,80,0,132,40,0,0,0,16,0,119,53
"d2597c08c793c50037366c54b9a525cd",147,0,0,72,0,131,0,126,101,194,0,155,0,0,0,125,119,30,84,0,114,0,0,0,122,0,551,0,0,0,0,0,0,0,197,0,0,0,0,160,54,160,76,277,0,0,147,116
"ec398d5c0241b49165e75d7472aac4e0",237,226,213,279,0,0,0,0,0,0,0,0,174,92,150,199,180,185,225,183,134,402,178,127,0,0,44,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"3a0b2ffe05c0400185c5864a9ca34f3e",0,0,0,0,0,273,0,1357,0,0,34,634,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,166,80,0,0,0,0,0,0,0,0,85,365,0,0,0,71,119,0
"d0c65b9d7e3c7af46d3a44cbb82cfb5e",209,107,105,169,0,0,0,0,0,0,0,0,168,117,206,193,58,93,148,110,164,727,269,166,0,86,0,0,0,0,0,0,20,0,41,0,0,0,0,0,0,0,0,0,0,0,64,0
"d3bbba359439cb7e3f2a52336c44afea",172,122,193,90,103,0,0,240,0,0,0,0,231,0,144,184,152,0,124,139,157,114,133,0,82,0,38,0,150,0,0,0,0,0,0,0,205,139,149,157,0,0,0,0,0,0,0,0
"d015fabad256308277d036f5975353a4",305,182,255,307,0,0,0,0,0,0,0,0,100,0,111,92,217,194,299,220,72,115,125,109,118,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,52,120,66,0,133,0,0
"4781f21bcbb2b6cbfada3a3eaad259d9",0,0,0,0,187,169,117,188,222,198,131,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,56,116,245,225,151,155,0,0,0,0,226,137,151,182,73,0,0,72,82,0,0,0
"a05e43ad86515761fcd618fb7a42c08b",459,264,418,465,0,0,0,0,0,0,0,27,0,0,0,0,316,430,424,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
"8842603f9c14d390b5d1e094986a5afe",0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,117,0,0,0,0,168,224,212,236,277,0,0,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d79cf74e27907e1757a5eb23c7d79024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,239,0,0,0,0,0,154,140,62,1943,0,0,0,0,0,123,0,144,0,149,0,114
"2dc5814a6c0a7242890e2c3b956ffd51",105,126,114,143,0,180,0,166,195,135,152,0,137,0,0,0,92,113,143,129,98,0,64,173,81,0,0,0,70,0,102,142,0,0,0,0,131,81,0,0,0,34,33,42,0,0,89,73
"c1282c0725ce6f3073ac90f5dee2f901",142,112,135,198,104,92,110,0,0,0,119,189,83,0,0,124,129,137,183,129,0,0,248,64,0,0,0,0,114,146,136,0,0,0,0,0,0,0,108,127,0,0,100,0,0,102,0,0
"3cfa3601b33597d8c05272a9a0995bae",384,85,0,75,39,116,73,0,668,312,69,152,34,0,0,0,96,68,44,0,0,0,70,29,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,99,0,0,118,130,0,0,224,218
"0a7c9b5880765b01c2926de0fe1aaf28",524,305,330,407,0,0,23,0,0,23,0,0,0,14,0,0,269,367,338,317,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,25,0,0,0
"61f42cf4291dccd976ead35c690e6dfb",95,99,81,97,0,0,0,0,0,0,0,0,246,132,152,249,72,70,57,60,234,777,359,161,83,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38eb1397a89341e302d6f512c7958058",125,166,0,150,118,0,157,0,0,0,160,0,0,0,0,0,140,166,0,0,0,0,0,0,0,129,89,210,0,0,0,0,620,99,126,116,0,0,0,0,287,0,202,0,0,0,0,0
"c9ca07b84506359aecc1afa8e05efa1e",160,88,129,141,0,135,100,190,138,175,0,58,0,70,0,132,106,146,92,136,0,0,0,162,0,0,0,0,91,0,0,133,0,0,0,0,167,144,0,178,0,0,65,0,0,0,105,0
"ad462a000423e8f23e8b75370175c3ef",82,0,0,0,42,0,0,0,65,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,791,103,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,104,0,0,898,242,119
"5876c7dcae442e312eb456d894e8e2ca",0,0,0,0,74,81,99,97,77,94,95,78,0,0,0,0,0,0,0,0,0,0,0,0,134,88,99,183,100,89,109,63,65,73,73,141,121,85,129,87,66,0,78,95,96,143,88,124
"ba2740f98544508b0677f6d9fa557758",0,0,0,91,0,0,0,0,0,0,0,0,165,195,148,187,84,66,97,0,204,574,483,397,142,0,94,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"029be0f6d79b64129f8e74d6e3d52f2f",125,91,106,143,0,0,0,0,0,0,0,0,200,206,183,298,0,58,68,116,190,392,291,199,128,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7e326fe2383453bc77088d495c9bc142",244,0,123,103,0,0,0,108,0,57,0,0,93,105,45,183,0,0,0,0,0,74,0,0,0,65,63,356,0,0,0,322,139,0,96,0,0,623,0,0,0,0,0,0,0,142,0,0
"a59c4fa6253bfa480ff8f64256a7ed19",199,149,353,310,0,0,0,0,0,0,0,0,108,139,0,115,146,206,251,212,130,147,168,156,87,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7ea330cc3e7ec6a0626e6ec34c5f39e0",122,104,132,111,0,0,0,0,0,0,0,0,151,108,142,191,84,119,84,104,158,390,213,167,179,66,118,0,0,0,0,0,0,0,40,0,0,0,0,72,0,0,0,0,0,60,0,0
"badb1755aad7075e3ba96b4f127a18fc",0,0,0,0,754,127,179,884,132,281,216,90,0,0,0,0,0,158,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1b6c0c48f50ff001913a8c9bb57940cb",418,0,62,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,83,0,158,95,186,117,80,870,0,0,139,0,0,0,109,0,0,116,44,170,0,0,215,0
"334e73f0075572ce5f672be485b6961d",710,0,0,0,82,0,0,0,0,0,50,0,0,54,0,129,0,0,0,63,85,30,63,0,55,92,103,124,0,458,145,0,0,0,0,0,0,123,120,0,146,0,53,57,0,0,159,0
"f3309c980973950767d768edd4435423",176,171,188,207,227,75,0,199,107,0,0,0,0,0,28,0,135,156,216,325,0,0,90,114,0,0,0,0,33,37,0,93,0,0,0,0,165,0,48,0,0,0,0,35,0,62,0,0
"11919fc12f7b78b1fdd9a245b50173ce",455,324,325,426,0,0,0,0,22,0,0,0,0,0,0,0,281,298,362,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
"e9e94a23510c4999a8afd2b0f44641b2",259,114,182,250,87,126,78,77,135,66,85,0,0,0,0,0,146,168,192,145,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,71,0,0,0,0,119,0,0,0,0,0,0,0
"ed699668aeff2da27567d255090e6947",0,0,0,0,67,83,82,127,114,128,74,76,0,0,0,0,0,0,0,0,0,0,0,0,173,97,102,213,104,75,84,86,89,97,104,0,71,48,0,72,94,0,85,0,124,149,57,135
"90373703d8721b8185400aaece218124",70,0,0,93,68,0,0,131,155,117,0,0,154,0,116,104,0,0,139,76,120,137,119,91,106,0,108,175,0,0,0,214,0,0,0,0,0,0,0,0,121,224,0,75,0,0,0,87
"73a2ab6aca96445cf825ed9a0e4aa6f5",386,288,321,431,0,0,0,0,0,0,0,0,0,0,0,0,270,307,343,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,70,63,0,0,0,0
"3335cf5f239e91d1ba04a331e8614404",208,137,339,307,0,3,0,0,0,0,0,0,59,0,108,85,149,181,240,200,128,124,177,135,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,20,0,29,0,0,34,72,35
"75df13a4d8635d3821a4be6719807767",408,291,319,413,0,0,0,0,0,0,0,0,0,0,0,0,248,254,373,247,0,74,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
"646038ce55a875bff2ea659f0721fbb9",125,177,202,291,0,0,0,0,13,9,0,0,0,86,121,130,178,238,231,183,83,296,187,110,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"6f81852384ea78ae95c4b9b11c07da78",199,158,250,299,0,0,0,0,0,0,0,0,58,0,47,96,208,164,265,253,86,247,105,106,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,121,0
"f36151726c009642a5ec943cd4d2c5ef",163,109,83,119,54,52,37,58,69,0,52,0,0,141,95,0,0,51,49,152,136,105,136,92,0,0,84,0,96,107,157,129,0,0,16,0,82,0,92,192,19,0,0,0,0,0,20,15
"42b9a9f1e448b0f254e532e447cdbdb4",0,0,0,0,0,0,0,0,0,0,0,0,0,124,105,0,0,0,0,0,0,0,0,0,83,95,95,0,127,1175,150,0,0,31,114,0,0,0,0,0,0,650,0,0,0,0,0,0
"d324fb43c4845651188d251b4d2462da",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,152,2486,0,0,0,0,0,0,0,0,0,0,0,0
"49331594d836dbe8c49f25e284cb846f",352,238,294,311,0,0,0,0,0,0,0,0,0,0,0,0,222,280,312,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,27,87,181,111
"dbef49326712418d387d869b7670769e",195,0,76,0,118,121,99,72,95,94,89,119,0,0,0,0,0,52,0,96,0,0,0,0,180,0,0,0,185,0,0,115,0,0,56,0,0,101,33,170,0,75,77,132,0,77,110,171
"e7f99ec983dcfb5259e62325290291f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2358,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,113,0,0,0,0,0,0
"1fb1a30882f502b6f0f4e82d1c5ebc4a",154,114,102,154,0,0,0,0,0,0,0,0,157,118,178,153,58,80,104,110,162,599,241,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,23,0,0,0,0,0
"b6e98def987efe5e683be12424255f69",0,0,0,0,0,0,0,0,0,0,0,0,278,155,228,333,0,0,0,0,256,635,430,285,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9e7e466d53634f6ae3c4d896509d81fe",86,75,113,129,109,185,150,84,128,0,112,114,54,38,0,94,152,102,72,104,0,0,79,87,47,0,0,0,48,0,97,0,0,0,0,0,0,0,45,173,0,0,46,0,44,0,95,0
"7a87967d93ef3b68ab62a11e973d8f16",0,0,0,0,0,0,0,0,0,0,0,0,142,107,742,226,0,0,0,0,96,399,302,341,78,63,0,100,0,0,0,0,0,0,40,0,0,0,0,9,0,0,0,0,0,0,0,0
"cce05f4a51d958062b21b0b821d65457",60,0,0,86,0,209,75,0,25,0,0,389,0,0,0,14,33,0,9,0,0,0,0,0,105,117,0,0,0,31,0,0,0,0,206,70,0,137,0,148,0,227,110,0,0,0,245,339
"87c750ce27b9b713742654fece846432",380,243,325,381,0,0,0,0,0,0,0,0,0,0,0,0,250,256,299,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,57,87,0
"7fca2b828f348c22bf543a69d6e8aae0",218,183,196,295,0,0,0,0,0,0,0,0,0,101,140,164,204,211,243,157,0,90,126,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,83,50
"5d572400ea56edba7fbd20fed9662bc3",98,89,127,0,0,0,0,0,0,0,0,0,178,0,133,194,0,64,0,93,202,519,467,373,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9bb19e09dbb1786e1d22b5413bd20568",358,244,310,339,0,0,0,0,0,0,0,0,0,0,0,0,209,282,280,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,80,0,0,0,187,0
"dd0aaa65e3b9504f748fd5641d78881f",208,199,261,251,0,0,0,0,0,0,0,0,159,0,96,139,145,198,209,214,0,153,71,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0
"9be75e5c6eea8ee788c4c2d36f8baee3",165,249,215,174,0,0,0,0,0,0,0,0,132,0,0,231,173,208,132,203,232,119,0,0,177,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
"682c62e819dc2724d7e8949fccd502bd",249,186,217,299,0,0,0,0,0,0,0,22,87,0,110,96,214,182,243,167,72,95,96,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,73,0,0,0,20,0,0,0
"3d6d3770b0fd0a8790ebf7bb38277339",435,271,326,325,0,0,0,16,0,0,0,0,0,0,0,0,244,283,296,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,53,0,0,0,0
